"","MS01_1","MS01_2","MS01_3","MS01_4","MS01_5","MS01_6","MS03_1","MS03_2","MS03_3","MS03_4","MS03_5","MS03_6","MS07_1","MS07_2","MS07_3","MS07_4","MS07_5","MS07_6","MS14_1","MS14_2","MS14_3","MS14_4","MS14_5","MS14_6","MS21_1","MS21_2","MS21_3","MS21_4","MS21_5","MS21_6","MS28_1","MS28_2","MS28_3","MS28_4","MS28_5","MS28_6","MS35_1","MS35_2","MS35_3","MS35_4","MS35_5","MS35_6"
"ASV1086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7811,0,0,0,0,0,0,154,2775,0,0,0,0,0,0,0
"ASV259",0,0,0,445,0,0,0,0,0,0,0,0,151,0,0,0,0,0,501,8215,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,155,71,0,0,251,0,0
"ASV2151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,0
"ASV593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601
"ASV1897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,4488,0,0,0,0,0,1619,0,543,0,0,0,0,155,0,0,0,2510,0,0
"ASV1220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9238,0,0,0
"ASV310",0,168,87,127,201,233,0,2286,384,0,571,0,303,133,174,77,194,669,2340,0,0,0,0,0,300,783,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0
"ASV634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,154,0,0,0,0,8612,0,0,0
"ASV38",0,421,0,636,0,116,0,131,230,676,143,59,0,67,0,308,0,334,669,0,958,0,0,2413,60,0,0,0,0,0,0,1213,64,154,0,310,71,0,0,0,0,0
"ASV124",0,0,0,0,0,0,0,0,153,0,0,0,0,0,578,0,0,0,0,2602,1095,0,1698,0,0,627,579,0,0,0,0,1079,0,0,0,0,0,150,0,251,0,0
"ASV636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8612,0,0,0
"ASV882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8536,0,0
"ASV1335",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8453,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8090,0,0,0,155,71,0,0,0,0,0
"ASV1105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5124,0,462,0,620,0,0,0,1004,135,752
"ASV194",174,758,0,0,0,174,191,0,0,0,0,236,3933,0,0,0,0,0,1671,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,465,213,0,0,0,0,0
"ASV471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV539",0,0,0,0,336,0,0,0,0,0,143,0,0,0,0,0,0,0,0,2602,4380,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7820,0,0,0,0,0,0,0,0,0,0
"ASV2564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7551,0,0,0,0,0,0,0,0,0,0
"ASV1863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,7046,0,0,0
"ASV349",0,84,0,64,0,58,0,0,0,85,0,471,2572,200,289,0,129,0,836,0,2190,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7385,0,0,0,0,0,0,0,0
"ASV184",0,0,0,0,0,0,0,0,0,169,1499,0,0,0,0,0,0,0,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,1653,0,0,0,1804
"ASV39",0,0,0,127,0,1105,0,0,1535,0,357,177,1059,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483,0,0,1315,0,0,0,0,0,0,0
"ASV9",0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,1213,0,154,0,1705,1636,451,783,251,0,601
"ASV3315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7011,0,0,0,0,0,0,0,0,0,0
"ASV707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4655,0,0,0,0,0,0,0,0,0,0,60,2292,0,0,0,0,0,0,0,0,0,0
"ASV2633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV149",0,0,0,0,0,0,0,0,0,0,0,0,151,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4154,0,0,71,0,0,2385,0,0
"ASV1881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4108,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV203",0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,4518,0,0,0,0,0,157,0,0,0,0,0,0,0,1385,0,155,0,0,0,0,0,0
"ASV75",0,84,0,127,0,0,0,0,0,0,0,0,0,0,0,0,2260,0,0,1369,0,0,0,0,0,157,579,0,0,0,0,0,0,308,1168,310,0,0,0,0,0,0
"ASV652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6337,0,0,0,0,0,0,0,0,0,0
"ASV805",0,0,0,0,268,0,0,0,0,0,0,0,4539,0,0,0,0,0,0,1506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5216,939,0,0,64,0,0,0,0,0,0,0,0,0
"ASV85",0,84,0,0,0,465,1846,0,0,85,0,1060,0,400,0,0,0,167,0,0,1232,0,0,0,0,0,0,0,180,156,0,0,0,0,0,0,0,0,0,377,0,0
"ASV856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328,0,0,3518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV554",0,0,0,0,0,0,0,0,0,0,5780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV143",0,168,0,0,0,58,0,0,921,169,0,294,3177,0,0,0,0,0,167,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV56",0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,122,4125,0,0,0,0,0,180,782,0,0,0,0,0,0,0,0,0,0,0,0
"ASV569",0,0,0,0,0,0,0,0,0,0,5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,540,0,0,0,0,0,146,155,0,1954,0,0,0,2405
"ASV329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2769,0,465,0,0,0,0,2162,0
"ASV3074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3457,0,0,0,1804
"ASV345",0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,4315,0,0,0,0,0,0,0,0,0,0
"ASV537",0,84,433,191,0,58,509,0,0,0,0,0,151,999,116,0,129,0,0,0,0,244,0,0,0,0,0,0,1619,0,302,0,0,0,146,155,0,0,0,0,0,0
"ASV135",0,0,0,127,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,4518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0
"ASV337",0,0,0,0,0,174,0,0,0,0,0,0,0,0,810,0,0,84,0,0,3148,0,0,0,0,0,723,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0
"ASV344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV377",0,168,0,0,0,465,0,0,0,0,0,0,303,0,0,0,0,0,0,3423,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV566",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,3371,0,0,0,0,0,0,1253,0,0,0
"ASV4974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,2255,0,0,676,1503
"ASV178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,418,0,958,0,0,1334,0,60,627,145,0,540,0,0,0,0,308,0,0,0,0,0,0,0,0
"ASV83",0,0,0,0,0,0,0,0,0,0,0,118,1815,0,0,0,0,0,334,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,126,0,0
"ASV1305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4462,0,0,0,0,0,0,0,0
"ASV389",0,0,0,0,0,0,0,653,0,254,0,0,1059,0,0,0,969,0,0,0,0,0,0,1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV90",0,0,0,0,0,0,0,0,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,674,0,0,0,310,0,752,0,0,0,1353
"ASV771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1954,0,0,0,2255
"ASV101",0,168,0,0,0,58,0,0,614,169,428,59,0,0,0,308,0,0,167,0,1505,0,0,110,0,0,0,0,0,313,0,0,0,0,0,155,142,0,0,0,0,0
"ASV1460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071,0,0,0
"ASV1251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4054,0
"ASV3680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4045,0,0,0,0,0,0,0,0,0,0
"ASV557",0,0,0,0,0,0,0,0,0,0,0,0,303,266,0,0,0,0,0,2191,821,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,301,0,0,0,0
"ASV874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0,434,0,0,0,0,0,0,0,0,0,0,0,0,2510,270,0
"ASV2467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1880,0,0,0,0,0,0,0,0,0,0,0,1052,0,0,0,1052
"ASV1160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,0,0,0,2405
"ASV121",0,0,0,0,0,116,0,0,460,0,0,707,0,0,289,0,0,0,0,0,1779,0,0,219,0,0,0,0,0,156,0,0,0,0,0,0,142,0,0,0,0,0
"ASV62",0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,1232,0,0,728,0,0,0,0,0,0,0,60,1079,0,0,0,155,0,0,0,0,0,0
"ASV726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3758,0,0,0
"ASV247",0,0,0,0,0,0,0,0,153,0,2284,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0
"ASV676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,0,0,0,0,0,0,2698,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV109",0,0,0,64,0,0,64,0,0,0,0,0,0,67,0,0,0,0,0,958,0,0,0,0,0,0,0,0,0,0,0,2292,0,0,0,155,0,0,0,0,0,0
"ASV960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505,0,0,0,0,0,0,0
"ASV167",0,0,0,0,0,0,0,65,0,0,0,0,151,0,0,0,0,0,0,2191,0,0,0,0,0,0,0,0,0,156,0,0,0,615,0,310,0,0,0,0,0,0
"ASV111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3343,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV613",0,0,3461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,3132,0,0,0
"ASV131",0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3148,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV4700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3371,0,0,0,0,0,0,0,0,0,0
"ASV908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,470,0,2297,0
"ASV52",0,0,0,0,0,0,0,0,3223,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,0,0,0,2104
"ASV274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,2191,411,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,0,0,0,0,270,0
"ASV3706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,308,292,0,0,0,470,251,135,1653
"ASV1196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1216,0
"ASV313",0,0,0,0,0,0,0,0,0,0,0,0,3177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2615,0,310,0,0,0,126,0,0
"ASV4975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966,0,0,0,0,0,0,0,0,0,0
"ASV1087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923,0,0,0,0,0,0,0,0
"ASV2742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV202",174,0,0,0,0,116,0,0,0,0,0,59,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,2158,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,439,60,0,0,0,0,0,0,0,0,0,146,155,782,0,939,126,0,0
"ASV831",0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,2326,0,0,0,0,0,0
"ASV235",0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,0,0,154,0,0,71,752,0,0,0,0
"ASV3114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,0,0,0,0,0,0,944,0,0,0,0,213,0,0,0,0,0
"ASV1327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753,0,0,0,0,71,150,0,0,0,601
"ASV115",0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,1643,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV220",0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0
"ASV63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,899,0,241,0,0,0,0,0,0,601,0,0,0,451
"ASV1639",0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV183",0,0,0,0,0,58,255,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,0,0,0,0,0,0,0,0,0,0,0,135,0
"ASV74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,0,0,0,0,313,0,0,0,0,0,0,0,462,0,0,0,301,0,126,0,451
"ASV4496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV284",0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0
"ASV216",0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV84",0,0,0,0,0,0,127,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,1409,251,0,0
"ASV1875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,308,0,0,0,0,0,1130,270,0
"ASV33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,0,0,0,0,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV60",0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,944,0,0,0,155,0,601,0,0,0,301
"ASV4681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,0,783,289,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0
"ASV737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2297,0
"ASV95",348,0,87,0,201,116,0,65,0,169,0,0,454,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0
"ASV592",0,0,0,0,0,0,0,0,0,0,0,1472,756,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV212",0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV499",0,0,0,0,0,0,0,0,0,2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV618",0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV2410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2192,0,0,0
"ASV5821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV3820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV196",0,0,0,0,0,233,0,0,0,0,0,0,0,0,116,0,0,0,0,0,1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,301
"ASV240",0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,1348,0,0,0,0,0,0,0,0,0,0
"ASV5824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2157,0,0,0,0,0,0,0,0,0,0
"ASV171",0,0,0,0,0,0,0,0,2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV145",0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,84,0,0,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV163",0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,334,0,0,137,0,0,0,0,627,0,0,0,0,60,0,0,615,0,0,0,0,0,0,0,0
"ASV1024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV1155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2008,0,0
