"","MS01_1","MS01_2","MS01_3","MS01_4","MS01_5","MS01_6","MS03_1","MS03_2","MS03_3","MS03_4","MS03_5","MS03_6","MS07_1","MS07_2","MS07_3","MS07_4","MS07_5","MS07_6","MS14_1","MS14_2","MS14_3","MS14_4","MS14_5","MS14_6","MS21_1","MS21_2","MS21_3","MS21_4","MS21_5","MS21_6","MS28_1","MS28_2","MS28_3","MS28_4","MS28_5","MS28_6","MS35_1","MS35_2","MS35_3","MS35_4","MS35_5","MS35_6"
"Xanthobacteraceae_genus",0,3389,0,1118,250,216,0,0,1998,0,0,0,0,4968,0,287,0,0,0,0,13240,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,0,0,0,0,0,0,65433
"Gaiella",0,4041,0,6361,805,2093,1019,3396,5524,0,0,1885,5144,4529,0,0,1033,0,0,0,0,0,8006,0,0,12846,0,0,0,0,0,0,21855,0,0,0,0,0,0,0,0,0
"A4b_genus",0,1635,0,1151,0,106,0,523,1035,1235,0,0,1009,1979,0,528,826,0,0,0,0,0,1662,1302,0,0,0,0,0,0,0,0,14570,0,1067,0,0,0,0,0,0,0
"Pirellulaceae_genus",0,3033,0,1605,725,419,0,0,2212,305,514,1274,0,1680,625,0,0,0,0,0,10850,0,1749,0,0,0,0,0,0,0,0,0,0,0,3158,0,0,0,0,0,0,0
"Planctomycetales_genus",0,0,0,764,1208,582,0,0,485,0,0,943,0,932,347,1078,0,0,0,16157,0,0,970,0,0,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rokubacteriales_genus",0,461,0,348,0,212,465,0,1401,0,0,323,691,1095,528,422,0,0,0,0,0,893,2880,0,0,0,0,0,0,0,0,0,12416,0,0,0,0,0,0,0,0,0
"Entotheonellaceae_genus",0,461,0,232,0,424,0,0,561,154,0,645,0,0,317,0,0,0,0,0,3625,447,0,0,0,0,0,0,0,0,0,12313,0,0,0,0,0,0,0,0,0,0
"Ardenticatenales_genus",0,1691,0,698,0,399,0,746,1332,618,0,0,967,1066,0,0,0,0,0,0,0,670,2079,0,0,0,0,0,0,4114,0,0,0,0,3068,0,0,0,0,0,0,0
"Terrimonas",597,807,0,610,0,0,0,0,526,1158,0,323,0,1369,0,0,0,0,0,0,0,0,0,3306,0,0,0,0,0,0,0,0,5657,0,0,0,0,0,0,0,0,0
"SAR202_clade_genus",0,0,0,348,0,106,0,716,0,0,0,323,691,1582,0,0,0,0,0,0,0,893,3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2-11E_genus",0,0,0,348,858,531,0,0,561,0,0,215,0,487,0,281,0,0,0,0,0,0,1662,0,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hyphomicrobiales_genus",0,1096,0,592,0,216,0,0,0,0,0,0,1382,867,0,0,0,0,0,0,0,0,2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SH-PL14",0,674,0,382,0,1046,0,0,1228,0,0,589,0,533,0,0,0,0,0,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAU4049_genus",0,307,0,696,0,0,0,0,280,0,0,108,0,852,0,281,0,0,0,0,0,0,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKIW781_genus",0,576,816,305,0,93,0,0,421,406,0,0,0,2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Planctomycetes_genus",0,399,0,0,0,276,0,0,0,0,0,0,1315,0,0,365,0,0,0,0,0,0,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0319-6G20_genus",0,461,0,116,0,424,0,0,280,0,0,646,0,0,528,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C0119_genus",0,0,0,116,0,0,0,477,0,0,0,215,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
