"","x"
"1",0.957326793378296
"2",0.94191979400124
"3",0.980290264534248
"4",0.913768324231101
"5",0.911671050809913
"6",0.911382030529659
"7",0.914230829136597
"8",0.938265438635047
"9",0.914428208942165
"10",0.955452987866709
"11",0.979351032448378
"12",0.994094055225336
"13",0.93782947033721
"14",0.97044662819113
"15",0.820831009481316
"16",0.953355439759987
"17",0.951053415620345
"18",0.998571129144273
"19",0.99983338040694
"20",0.999673525865087
"21",0.995211331347738
"22",0.999851155394925
"23",0.998108861469393
"24",0.957689572204652
"25",0.999536416131899
"26",0.998472419108705
"27",0.997825161513741
"28",0.99852538266804
"29",0.994734644482346
"30",0.973520776874435
"31",0.999808640135214
"32",0.925093996361431
"33",0.998811783375818
"34",0.996586121143649
"35",0.994861357434082
"36",0.98658234655935
"37",0.999799389092021
"38",0.998900215978546
"39",0.998487549172308
"40",0.997367777070829
"41",0.999820138922406
"42",0.893140570771713
"43",0.711330602300278
"44",0.782242384964355
"45",0.637966692064874
"46",0.607106969946104
"47",0.674179245066281
"48",0.720986557946151
"49",0.625433368059707
"50",0.770647157026417
"51",0.720720048917988
"52",0.947048679568671
"53",0.611858495266567
"54",0.7668540492066
"55",0.834861434861435
"56",0.874971459884013
"57",0.891972294424328
"58",0.983767765627361
"59",0.9981434296266
"60",0.997326862178068
"61",0.98186669811738
"62",0.998849393996917
"63",0.979146773645726
"64",0.981671075496132
"65",0.997709865442869
"66",0.994100969009941
"67",0.995157353505248
"68",0.988660365271
"69",0.985549508669611
"70",0.988855478688731
"71",0.998857381725599
"72",0.99157136095036
"73",0.995781439310354
"74",0.988573441507689
"75",0.983493195954235
"76",0.989931319597253
"77",0.99832697400999
"78",0.999591729200021
"79",0.997885239950734
"80",0.98826338313164
"81",0.998360718055648
"82",0.940843507214206
"83",0.90650406504065
"84",0.878667677769352
"85",0.863094682473008
"86",0.902126858648598
"87",0.906143290250519
"88",0.886022514071295
"89",0.94144524815584
"90",0.95750206201563
"91",0.990640221153474
"92",0.867521016457187
"93",0.948447353422441
"94",0.817291643485034
"95",0.94991243893768
"96",0.905696801923217
"97",0.997852818865932
"98",0.999731666102397
"99",0.999615375459691
"100",0.993276942854014
"101",0.999791005512908
"102",0.996816343059499
"103",0.983379923761118
"104",0.999425183151325
"105",0.997686007064092
"106",0.998247272928599
"107",0.997549133764938
"108",0.995805996757157
"109",0.988594021446115
"110",0.999749551260061
"111",0.986441811225437
"112",0.998757032282424
"113",0.9948833617947
"114",0.995725131078812
"115",0.990381203926361
"116",0.999669286215998
"117",0.999523357693407
"118",0.998362953762347
"119",0.996504696484105
"120",0.999614742723602
"121",0.892356650706528
"122",0.794223529088461
"123",0.850405629256276
"124",0.877703566860878
"125",0.830054763646428
"126",0.737294486861211
"127",0.839031641537481
"128",0.854832396160179
"129",0.954157594378249
"130",0.827758595406007
"131",0.878580061653788
"132",0.922814844239378
"133",0.897517454713865
"134",0.894946466809422
"135",0.981375363109494
"136",0.997994295424616
"137",0.997362837985017
"138",0.976166874422998
"139",0.998742131672745
"140",0.977847026683342
"141",0.970544064441259
"142",0.998120266059018
"143",0.994250074465259
"144",0.995721402200948
"145",0.987780343529561
"146",0.986745229100835
"147",0.980550521905262
"148",0.998719719954322
"149",0.964195204366755
"150",0.993202808195931
"151",0.983495541170612
"152",0.979487783453806
"153",0.985269589010289
"154",0.997569956022699
"155",0.998635399061855
"156",0.996196275563872
"157",0.98624873816256
"158",0.997712924872908
"159",0.816281341582546
"160",0.962678990302139
"161",0.920500317998728
"162",0.934172674044742
"163",0.858982644017725
"164",0.868929180694153
"165",0.853546102273779
"166",0.979616060902349
"167",0.931093100203382
"168",0.92428188506359
"169",0.716998075689545
"170",0.96904837573061
"171",0.964115951063664
"172",0.99579862876782
"173",0.998923298829699
"174",0.998813351853393
"175",0.99838331435638
"176",0.99994608219769
"177",0.996262494942994
"178",0.985916617858474
"179",0.999753294369118
"180",0.999151861073816
"181",0.99878464030758
"182",0.997047815576532
"183",0.996005847283054
"184",0.994968018125149
"185",0.999633910508591
"186",0.986909640711415
"187",0.998815844992143
"188",0.998234143543507
"189",0.997301618511466
"190",0.99575484921705
"191",0.999785384238744
"192",0.999801382908555
"193",0.999166379242303
"194",0.995499670729145
"195",0.999936116523461
"196",0.60495782196912
"197",0.68823673870334
"198",0.724529731094559
"199",0.712028906348473
"200",0.788379447761406
"201",0.839205528172731
"202",0.971095976454303
"203",0.645430851492597
"204",0.846090610157106
"205",0.849452257854586
"206",0.871433231130537
"207",0.864618926015178
"208",0.993171188280928
"209",0.999210518244826
"210",0.998927100802211
"211",0.991030315017854
"212",0.999438812172546
"213",0.989129030683863
"214",0.976145494848737
"215",0.99868415969862
"216",0.995923496314837
"217",0.996579332117873
"218",0.994162760321542
"219",0.988805534717013
"220",0.991682805983627
"221",0.999276793390734
"222",0.982324899156582
"223",0.997213496310959
"224",0.984696032873766
"225",0.989337861654638
"226",0.987318832668853
"227",0.999052172779968
"228",0.999364394395128
"229",0.998415349000775
"230",0.9923804833433
"231",0.999033176993743
"232",0.523809523809524
"233",0.771842995050718
"234",0.803321966780332
"235",0.868940701518299
"236",0.798634755875839
"237",0.969450886301447
"238",0.619731964642144
"239",0.802949698601548
"240",0.880213232988398
"241",0.868962925179199
"242",0.887240689126246
"243",0.992066755125306
"244",0.999088753013601
"245",0.998458848392438
"246",0.990535348129619
"247",0.999032902585228
"248",0.985354588442804
"249",0.97444693272579
"250",0.998856159969116
"251",0.997050673071937
"252",0.996934226617826
"253",0.993955242439132
"254",0.99289648628275
"255",0.978784627389778
"256",0.999546262222258
"257",0.980493577386292
"258",0.997514214875346
"259",0.987019680822879
"260",0.992133470419243
"261",0.990416743808793
"262",0.999248811736177
"263",0.998944011504795
"264",0.998294714208033
"265",0.994628757820946
"266",0.999127708898823
"267",0.803641732283465
"268",0.81953356640262
"269",0.839806181631305
"270",0.86952452730179
"271",0.974026460526615
"272",0.702835473584418
"273",0.841452480573819
"274",0.893786384697636
"275",0.867182132898689
"276",0.842174517839017
"277",0.991353379506271
"278",0.999184544111984
"279",0.998839603705022
"280",0.992270107120675
"281",0.999218365818275
"282",0.986197258430456
"283",0.956539810364982
"284",0.998792707906679
"285",0.997325530400523
"286",0.997031381290262
"287",0.9950756135996
"288",0.992866023986217
"289",0.984637025258394
"290",0.999657435531849
"291",0.985114708816082
"292",0.99807540454664
"293",0.985009509612419
"294",0.992856055190071
"295",0.989064092889012
"296",0.999291415963513
"297",0.99858768254777
"298",0.998192941562776
"299",0.993843154673774
"300",0.999148664365931
"301",0.75845550496144
"302",0.774937561301152
"303",0.836169861748111
"304",0.944087016299494
"305",0.754576911937318
"306",0.821200603493298
"307",0.857288153739093
"308",0.842157880204515
"309",0.852315751875223
"310",0.98692632407618
"311",0.998310750921643
"312",0.997104572889524
"313",0.973306235204666
"314",0.998536262575714
"315",0.98083583013321
"316",0.943330055111243
"317",0.996297963351503
"318",0.990524211690648
"319",0.990759024111856
"320",0.989559578192036
"321",0.979355897589428
"322",0.948483744568936
"323",0.997482395389919
"324",0.942839226279485
"325",0.990881325016377
"326",0.966273801506153
"327",0.976309211457167
"328",0.977147075392894
"329",0.99762158946763
"330",0.996498393815733
"331",0.994010900861657
"332",0.985075472086654
"333",0.997819159694128
"334",0.701314792315743
"335",0.76875428116875
"336",0.943500083280982
"337",0.597190729407043
"338",0.794558469426199
"339",0.824167639099238
"340",0.828775640522949
"341",0.798135553470919
"342",0.982466687596803
"343",0.998058218555577
"344",0.997056615532209
"345",0.952383683565768
"346",0.998300317282148
"347",0.973422073405431
"348",0.909820031298905
"349",0.995533818562704
"350",0.98860944755413
"351",0.990317697834252
"352",0.984201218596537
"353",0.977513455063773
"354",0.962575298870646
"355",0.998084530232224
"356",0.92620387742339
"357",0.989912901567952
"358",0.977840308428776
"359",0.969701803156663
"360",0.977377606893498
"361",0.997351925516002
"362",0.99683747540095
"363",0.992729236376961
"364",0.986032853845097
"365",0.997365402808026
"366",0.838984118981598
"367",0.933869797170832
"368",0.724823357985319
"369",0.731340813328828
"370",0.893967208963727
"371",0.846131902223332
"372",0.789279640094365
"373",0.983437370976184
"374",0.997693984604786
"375",0.997016285955831
"376",0.953739429325867
"377",0.99808733285182
"378",0.973796419086542
"379",0.890643625953866
"380",0.995192584746623
"381",0.984477435714289
"382",0.987174801003588
"383",0.985730427125486
"384",0.971734919884715
"385",0.903903351936637
"386",0.997774916690688
"387",0.855710621856577
"388",0.989271907348494
"389",0.971150628723702
"390",0.966956138764534
"391",0.966627603674441
"392",0.996884287271896
"393",0.992871183579986
"394",0.988157062604356
"395",0.977523624669434
"396",0.99710610914648
"397",0.82744251982034
"398",0.81334141517259
"399",0.61069988413687
"400",0.921744685994509
"401",0.903089580855763
"402",0.927635926077914
"403",0.953508157605127
"404",0.993650596532011
"405",0.990667361396501
"406",0.960477865751807
"407",0.996007921477307
"408",0.92203984468174
"409",0.978599349506162
"410",0.99515786236026
"411",0.990143664215259
"412",0.992079820304423
"413",0.980624273817338
"414",0.978952631663628
"415",0.969372715139558
"416",0.99776140084678
"417",0.969602051756396
"418",0.990107274696652
"419",0.975316328777189
"420",0.973298578735686
"421",0.985389446602432
"422",0.995549472407407
"423",0.997641074257076
"424",0.99451344684361
"425",0.984275823568636
"426",0.995592314315
"427",0.965698436631591
"428",0.849531210385792
"429",0.988687417175733
"430",0.893829861962144
"431",0.941584694276188
"432",0.722784904135073
"433",0.951780060592136
"434",0.932131269458582
"435",0.727872808984862
"436",0.957465528697822
"437",0.828681035500896
"438",0.965671839098549
"439",0.977428004439714
"440",0.781896406459988
"441",0.822864894916566
"442",0.751425007711806
"443",0.856450525790463
"444",0.958840608730477
"445",0.962197094488713
"446",0.983252254629154
"447",0.904075265860601
"448",0.931580004075196
"449",0.929386472520233
"450",0.985118839511039
"451",0.975976258752068
"452",0.959026406082724
"453",0.896868442021976
"454",0.916135201843239
"455",0.977535830746815
