,meta,bac,fun
199,27.29751417,0.73233109,0.712028906
200,28.17568486,0.787807968,0.788379448
201,25.18360521,0.752098632,0.839205528
202,31.65816646,0.971151234,0.971095976
203,28.9536291,0.744310607,0.645430851
204,30.44800786,0.872966333,0.84609061
205,27.3541092,0.692208114,0.849452258
206,29.55971422,0.810423092,0.871433231
207,29.68833413,0.843678628,0.864618926
208,38.31634491,0.990921466,0.993171188
209,45.63134542,0.999806865,0.999210518
210,40.52788341,0.998572962,0.998927101
211,43.24637347,0.993231819,0.991030315
212,41.03785027,0.993326409,0.999438812
213,47.3024911,0.996487527,0.989129031
214,48.42512582,0.996780512,0.976145495
215,47.09300018,0.999154261,0.99868416
216,39.9391922,0.994856727,0.995923496
217,50.10102423,0.998387417,0.996579332
218,53.39271782,0.999603196,0.99416276
219,51.02449484,0.998599757,0.988805535
220,53.36835037,0.999086928,0.991682806
221,54.65502772,0.999854564,0.999276793
222,55.33266628,0.999669898,0.982324899
223,50.53657801,0.999647991,0.997213496
224,46.72743556,0.997204528,0.984696033
225,58.19801249,0.999656606,0.989337862
226,57.42098248,0.999879303,0.987318833
227,53.29168456,0.999732761,0.999052173
228,58.34525241,0.999974115,0.999364394
229,54.72285056,0.999637636,0.998415349
230,50.37400164,0.999729554,0.992380483
231,55.6991572,0.999777354,0.999033177
232,29.22192541,0.603511827,0.523809524
233,26.10176142,0.579463404,0.771842995
234,25.92983345,0.45930167,0.803321967
235,33.04153995,0.323452896,0.868940702
236,33.6838678,0.473872312,0.798634756
237,31.92923126,0.893426055,0.969450886
238,27.84474094,0.528111316,0.619731965
239,23.38325045,0.765432926,0.802949699
240,24.22774893,0.480003763,0.880213233
241,33.39661817,0.356956082,0.868962925
242,31.32180956,0.533923915,0.887240689
243,36.58541254,0.96377331,0.992066755
244,41.87876177,0.999181618,0.999088753
245,38.15712113,0.994400301,0.998458848
246,38.25163024,0.97300302,0.990535348
247,41.74993052,0.979783251,0.999032903
248,45.64892336,0.985146118,0.985354588
249,50.20916673,0.990767391,0.974446933
250,41.76945535,0.998726716,0.99885616
251,39.65409866,0.993906566,0.997050673
252,50.96077151,0.993381723,0.996934227
253,54.29735114,0.999486857,0.993955242
254,52.78660138,0.995936082,0.992896486
255,56.60370929,0.99892145,0.978784627
256,55.69471234,0.999760475,0.999546262
257,57.5794106,0.999553068,0.980493577
258,52.85475403,0.999494192,0.997514215
259,48.3913029,0.995851253,0.987019681
260,60.93075155,0.999338737,0.99213347
261,60.01388395,0.999704468,0.990416744
262,56.63185708,0.999003717,0.999248812
263,60.62372975,0.99983685,0.998944012
264,58.59853338,0.999457772,0.998294714
265,51.10257048,0.999483963,0.994628758
266,57.68138878,0.999140256,0.999127709
267,16.20924149,0.649812255,0.803641732
268,18.83109432,0.634120239,0.819533566
269,19.73607117,0.670265676,0.839806182
270,13.97806774,0.601095604,0.869524527
271,22.65406847,0.939497285,0.974026461
272,18.82165403,0.5950595,0.702835474
273,23.75462712,0.769692793,0.841452481
274,21.77268518,0.522631002,0.893786385
275,19.0986705,0.678437694,0.867182133
276,18.52609211,0.739611338,0.842174518
277,30.73047994,0.980388709,0.99135338
278,38.82480093,0.999552736,0.999184544
279,32.67134312,0.996843413,0.998839604
280,37.69842467,0.985185082,0.992270107
281,32.91775216,0.983848727,0.999218366
282,40.18902774,0.991463979,0.986197258
283,41.11690049,0.992885866,0.95653981
284,43.1030109,0.995907922,0.998792708
285,33.65721615,0.992619844,0.99732553
286,43.99520081,0.995938961,0.997031381
287,46.97413613,0.999416315,0.995075614
288,44.46978037,0.996154981,0.992866024
289,45.71180367,0.996623993,0.984637025
290,47.58949948,0.999722818,0.999657436
291,48.29691265,0.999376415,0.985114709
292,43.17598857,0.9992063,0.998075405
293,39.32292617,0.994702838,0.98500951
294,51.46724652,0.998913583,0.992856055
295,50.71744663,0.998462425,0.989064093
296,45.5810413,0.99918209,0.999291416
297,52.64761754,0.999621777,0.998587683
298,48.05043702,0.998915057,0.998192942
299,42.66513305,0.998323041,0.993843155
300,49.57525476,0.999296789,0.999148664
301,20.05904715,0.62637422,0.758455505
302,23.999927,0.668542422,0.774937561
303,20.13657173,0.556012011,0.836169862
304,23.23182927,0.916647506,0.944087016
305,21.22836868,0.636118395,0.754576912
306,20.92120556,0.717346622,0.821200603
307,18.35800928,0.626455407,0.857288154
308,22.07787178,0.663254914,0.84215788
309,20.23958992,0.721417155,0.852315752
310,31.07231932,0.970532607,0.986926324
311,39.14648778,0.999339366,0.998310751
312,33.84822318,0.994799061,0.997104573
313,37.94405798,0.979108523,0.973306235
314,35.14594008,0.975938198,0.998536263
315,42.42548229,0.986143487,0.98083583
316,43.71020357,0.989648195,0.943330055
317,42.81836256,0.996206749,0.996297963
318,34.71631447,0.988264659,0.990524212
319,46.37505423,0.993848687,0.990759024
320,49.6654634,0.998809593,0.989559578
321,46.3636634,0.994869834,0.979355898
322,48.09337163,0.997954744,0.948483745
323,50.15977841,0.999348938,0.997482395
324,51.27656759,0.998693067,0.942839226
325,45.26244192,0.998778479,0.990881325
326,41.38561222,0.989814642,0.966273802
327,54.20463949,0.998193283,0.976309211
328,53.44117828,0.99869966,0.977147075
329,48.33868759,0.998992273,0.997621589
330,54.16964854,0.999573108,0.996498394
331,50.33807198,0.99868878,0.994010901
332,45.17341254,0.998289622,0.985075472
333,50.91939317,0.999198868,0.99781916
334,21.31785731,0.522501363,0.701314792
335,21.61387137,0.547780131,0.768754281
336,22.84495146,0.913373635,0.943500083
337,18.92178611,0.594675702,0.597190729
338,21.53900768,0.770003034,0.794558469
339,22.28206678,0.604114567,0.824167639
340,20.12724159,0.529611011,0.828775641
341,19.32571515,0.657864112,0.798135553
342,28.29993397,0.97174314,0.982466688
343,36.18253576,0.999384931,0.998058219
344,29.58946115,0.995343978,0.997056616
345,35.0141851,0.978266588,0.952383684
346,32.37954561,0.978939421,0.998300317
347,37.965902,0.988226316,0.973422073
348,40.34458161,0.990625655,0.909820031
349,42.21289941,0.99843404,0.995533819
350,33.12390628,0.993078364,0.988609448
351,43.23035465,0.994863092,0.990317698
352,46.51716588,0.999404499,0.984201219
353,42.43818994,0.995909387,0.977513455
354,44.35665279,0.998606638,0.962575299
355,44.87993949,0.999714404,0.99808453
356,47.27891479,0.999473024,0.926203877
357,41.23253234,0.999433451,0.989912902
358,36.71169422,0.995606449,0.977840308
359,51.09371841,0.999275002,0.969701803
360,49.62602424,0.999637724,0.977377607
361,43.9293086,0.999155742,0.997351926
362,50.89127548,0.999812188,0.996837475
363,47.55159418,0.999381349,0.992729236
364,38.60592013,0.999391704,0.986032854
365,47.1253115,0.999261473,0.997365403
366,19.99688055,0.56593191,0.838984119
367,25.3690982,0.874566603,0.933869797
368,20.07500681,0.633185414,0.724823358
369,26.72800007,0.764386925,0.731340813
370,25.75406098,0.625006299,0.893967209
371,24.06607249,0.438147842,0.846131902
372,20.13761664,0.39478207,0.78927964
373,28.8785099,0.950869097,0.983437371
374,38.00946702,0.998851932,0.997693985
375,30.54608205,0.993431727,0.997016286
376,37.10341123,0.959844274,0.953739429
377,29.75814856,0.978019511,0.998087333
378,38.45720963,0.978185551,0.973796419
379,38.79579525,0.989697267,0.890643626
380,46.50374414,0.998270471,0.995192585
381,33.75681347,0.991499985,0.984477436
382,42.32608126,0.990104007,0.987174801
383,44.99905895,0.999113007,0.985730427
384,43.32655567,0.995362263,0.97173492
385,42.33429235,0.997252492,0.903903352
386,42.72962079,0.999569027,0.997774917
387,45.30212485,0.998969986,0.855710622
388,41.34284769,0.998997119,0.989271907
389,36.39064449,0.994481976,0.971150629
390,48.65900459,0.998778638,0.966956139
391,48.94596984,0.999025761,0.966627604
392,41.97285208,0.998899582,0.996884287
393,52.12963781,0.999583338,0.992871184
394,47.02276576,0.999064475,0.988157063
395,37.27322737,0.99896764,0.977523625
396,49.67283989,0.999051226,0.997106109
397,24.15003501,0.91269056,0.82744252
398,19.48065714,0.52661361,0.813341415
399,26.14661375,0.738957815,0.610699884
400,23.84819207,0.528797592,0.921744686
401,20.59005221,0.541945472,0.903089581
402,18.7379502,0.679306278,0.927635926
403,32.63060703,0.974233433,0.953508158
404,40.29276054,0.999412816,0.993650597
405,34.76647584,0.995560578,0.990667361
406,40.60048984,0.980207328,0.960477866
407,33.80744521,0.980374392,0.996007921
408,40.71525187,0.98925684,0.922039845
409,41.91492354,0.990801388,0.97859935
410,47.67567689,0.997880248,0.995157862
411,36.92866633,0.991392909,0.990143664
412,44.94922582,0.995204605,0.99207982
413,47.99835839,0.999246195,0.980624274
414,45.03508008,0.995935548,0.978952632
415,44.59556869,0.998328825,0.969372715
416,47.98751604,0.999640474,0.997761401
417,48.74820585,0.999325246,0.969602052
418,42.99411747,0.999307035,0.990107275
419,40.03595598,0.994319934,0.975316329
420,51.43086944,0.999016888,0.973298579
421,51.08668328,0.999475431,0.985389447
422,45.04166804,0.99923828,0.995549472
423,52.64540737,0.999757115,0.997641074
424,47.58664736,0.999232278,0.994513447
425,43.12162029,0.99897663,0.984275824
426,49.72098279,0.999339931,0.995592314
427,18.56797571,0.931651059,0.965698437
428,18.69142031,0.772194354,0.84953121
429,19.03667324,0.942403271,0.988687417
430,20.46558619,0.895128654,0.893829862
431,15.33455277,0.876601986,0.941584694
432,19.22966483,0.877385706,0.722784904
433,32.07339607,0.996507328,0.951780061
434,21.12015031,0.971151577,0.932131269
435,25.53141757,0.864754374,0.727872809
436,26.88522063,0.860356987,0.957465529
437,31.70167725,0.919636259,0.828681036
438,35.67573479,0.949007906,0.965671839
439,40.41224432,0.958706764,0.977428004
440,26.94685414,0.925906858,0.781896406
441,39.19854792,0.967635403,0.822864895
442,42.74725546,0.987249501,0.751425008
443,38.947722,0.975412631,0.856450526
444,41.63236259,0.959740521,0.958840609
445,43.69733208,0.993682938,0.962197094
446,45.48642123,0.983376268,0.983252255
447,37.05582442,0.983843386,0.904075266
448,34.23186162,0.925019791,0.931580004
449,48.81449458,0.979141806,0.929386473
450,47.70408284,0.981172545,0.98511884
451,42.52159151,0.9944484,0.975976259
452,48.06388497,0.991055716,0.959026406
453,43.35513571,0.985399247,0.896868442
454,37.95456345,0.978949431,0.916135202
455,44.85216838,0.995079801,0.977535831
456,16.38311344,0.732360101,0.781081879
457,19.34560458,0.512631919,0.878964271
458,20.49066931,0.577941314,0.842161312
459,14.16396879,0.707022594,0.851518871
460,23.01934963,0.976827221,0.990495225
461,35.03430918,0.999483458,0.998937562
462,26.55092517,0.996227957,0.998234084
463,31.16167096,0.982510774,0.97595252
464,31.95923365,0.983204041,0.998894745
465,36.36076896,0.991194232,0.98219062
466,39.58358218,0.992224355,0.962097732
467,41.89696229,0.998069854,0.997069209
468,29.39225919,0.992753665,0.995075676
469,41.32610526,0.99584922,0.994963832
470,45.51013061,0.999482796,0.989911285
471,42.79176757,0.99693621,0.990676585
472,44.60313451,0.999176602,0.967475346
473,45.96173791,0.999746866,0.998997334
474,47.87374883,0.999485266,0.960227573
475,40.72832064,0.999419045,0.996386102
476,36.65494506,0.995351712,0.985672123
477,51.23567494,0.999532642,0.985548314
478,50.2367613,0.999903094,0.98150791
479,45.10618501,0.999356425,0.9984021
480,51.52190251,0.999927605,0.99851913
481,46.68917541,0.999364948,0.997352754
482,40.41760725,0.999244888,0.992569206
483,47.75198604,0.999439828,0.998241889
484,16.43821933,0.736667429,0.957378493
485,23.20457894,0.770158293,0.825381597
486,17.01511737,0.795411604,0.801048408
487,24.37308153,0.938157069,0.958399667
488,35.98670391,0.998608304,0.992701973
489,28.84073719,0.987294106,0.989256044
490,31.02467839,0.954130957,0.930431149
491,32.71321656,0.947646444,0.99395618
492,39.93961994,0.96874353,0.942818877
493,43.22758951,0.988267581,0.903076143
494,38.85426466,0.98803254,0.99491664
495,30.73612282,0.975191913,0.96935885
496,45.81044251,0.990390096,0.982438159
497,48.92425819,0.997476733,0.973914758
498,45.70220709,0.992747727,0.964021875
499,48.70712509,0.992993484,0.89246119
500,50.19101432,0.998618591,0.994548887
501,51.80786877,0.997602766,0.936296847
502,44.64610547,0.995685822,0.979143766
503,40.98637116,0.976385515,0.972932322
504,55.00312084,0.994745347,0.961327783
505,53.83916489,0.997818925,0.983116802
506,49.42699562,0.998102157,0.995932374
507,53.95776385,0.998459063,0.988452634
508,51.078157,0.996949619,0.960725567
509,44.8985992,0.99485926,0.958396337
510,50.21438224,0.998319655,0.995768381
511,24.08764322,0.602038223,0.934045009
512,18.86574094,0.738468425,0.862720325
513,26.72785074,0.981529788,0.996483376
514,35.86017194,0.999601687,0.999424057
515,28.46164663,0.99717352,0.99902654
516,32.6127225,0.986299056,0.991379232
517,30.78392215,0.985880782,0.999651191
518,37.86588233,0.992022378,0.995731944
519,40.85159663,0.993540929,0.963647968
520,41.26612535,0.998363988,0.99914643
521,32.95116326,0.993627468,0.996429132
522,43.12398041,0.996493663,0.99633553
523,46.39928611,0.999417471,0.997477375
524,42.9139119,0.996965707,0.991329062
525,45.28779527,0.998488207,0.980400323
526,47.21137999,0.999710517,0.999596582
527,48.78396374,0.99928955,0.95984327
528,42.14787467,0.999326641,0.997493445
529,39.21207399,0.995074995,0.996862103
530,51.89539577,0.999314023,0.991989662
531,51.01929963,0.999458243,0.98578105
532,46.14280808,0.999405787,0.999608689
533,51.46122615,0.999825309,0.999079985
534,47.55249629,0.999455356,0.997722437
535,42.89854289,0.99926784,0.995464503
536,48.35569724,0.999508551,0.999491034
537,15.47736687,0.582356477,0.892152529
538,27.55160949,0.966138478,0.967479252
539,35.26585934,0.998935437,0.995986567
540,29.71402866,0.994123629,0.99292198
541,35.19202302,0.97347527,0.886446081
542,31.09160031,0.973575144,0.995845655
543,39.03301115,0.981145499,0.975853897
544,40.10991912,0.988394074,0.800973079
545,42.15649284,0.998217126,0.992480472
546,30.9244901,0.988197523,0.949740154
547,43.84093905,0.99272485,0.939536859
548,46.38013007,0.997996501,0.959155232
549,40.92749596,0.99452725,0.891411604
550,42.94683238,0.993320222,0.825025432
551,45.20342227,0.998967275,0.994482015
552,46.85620086,0.998249258,0.929584932
553,39.91248086,0.997422339,0.964180212
554,35.78546673,0.992503238,0.968778737
555,50.25850285,0.996826393,0.931254434
556,48.95226158,0.997375337,0.966999431
557,43.40894018,0.99851595,0.997309206
558,49.53360505,0.999263181,0.966875987
559,46.30503503,0.997579671,0.958600979
560,38.59560077,0.996899185,0.92509805
561,45.43165439,0.998707401,0.99734296
562,20.5853829,0.931523732,0.984066076
563,33.20374424,0.998666419,0.997580965
564,24.12282337,0.992487679,0.995984942
565,29.95041148,0.945137889,0.952876606
566,26.66438061,0.97632739,0.997178783
567,35.03095661,0.965898358,0.971467931
568,36.82856566,0.989815331,0.878364327
569,40.67059055,0.997765825,0.993387354
570,27.58167542,0.99197304,0.976136001
571,40.26181994,0.988735107,0.981286019
572,43.70837475,0.999232346,0.986486551
573,39.79685747,0.99514833,0.960869319
574,41.01529682,0.997134816,0.927126974
575,43.43580415,0.99946595,0.997931172
576,45.58427079,0.999029155,0.89574519
577,38.10932411,0.998858477,0.982404057
578,34.74750191,0.992235292,0.958919261
579,48.64258859,0.998950446,0.964870067
580,47.85022408,0.999397975,0.966205037
581,41.83427832,0.998812009,0.996137423
582,49.0744957,0.999734372,0.991004407
583,44.04349952,0.998828809,0.97984059
584,38.00696269,0.99853865,0.970363703
585,45.02745579,0.998987009,0.995954897
586,29.88436972,0.963332309,0.815482054
587,16.25803437,0.784376176,0.794132008
588,17.64178202,0.94507853,0.632222005
589,25.70377274,0.89538461,0.929886315
590,29.53727683,0.945234695,0.749833992
591,34.54030622,0.988248204,0.978577381
592,38.35372562,0.895594779,0.933916115
593,19.55925759,0.882553405,0.572153064
594,36.47434104,0.933159105,0.766918538
595,41.01002153,0.994150783,0.66081561
596,37.86648409,0.987824583,0.847100293
597,41.34505087,0.993303544,0.984642093
598,42.47356338,0.997456746,0.950147438
599,45.75931389,0.996213406,0.991686148
600,35.39226963,0.990501947,0.876197179
601,32.24440277,0.952684829,0.928282937
602,48.61996253,0.990511681,0.905069991
603,47.75540885,0.998138406,0.989355407
604,42.79736352,0.989441341,0.830660723
605,48.54364576,0.99495093,0.772972527
606,42.66635086,0.995982811,0.845692269
607,36.35643452,0.989724973,0.907929234
608,44.62787341,0.990655515,0.833645294
609,31.49684697,0.910297849,0.665655288
610,32.81649388,0.997396061,0.944766814
611,32.63186323,0.991576882,0.755493366
612,24.41350491,0.989980563,0.952438338
613,40.78613902,0.998336866,0.996750216
614,43.38441369,0.975859807,0.953900226
615,34.87171502,0.989873676,0.870402651
616,43.1592935,0.977577272,0.935536818
617,46.82362799,0.986220283,0.878943536
618,43.6085047,0.989527855,0.967331946
619,46.39776964,0.997504459,0.997477616
620,46.34630066,0.989554675,0.751363009
621,48.89104044,0.997436929,0.998781682
622,42.27986431,0.987935188,0.95281973
623,38.55972929,0.994361279,0.985325468
624,52.98531615,0.991383455,0.974632122
625,51.95086114,0.998114546,0.99831038
626,46.91777286,0.986648668,0.865445713
627,52.94718951,0.992545755,0.94017941
628,48.65212976,0.995549063,0.948239081
629,41.2517951,0.985952659,0.972073547
630,49.63651328,0.987163726,0.863486494
631,19.26490502,0.985410398,0.919578538
632,27.7003135,0.944789733,0.752556153
633,28.72425192,0.948443887,0.932293536
634,31.29724915,0.992543,0.996515974
635,40.28341963,0.841463245,0.570054842
636,22.36641365,0.697161081,0.896800355
637,32.40258068,0.945480791,0.936241375
638,38.19526835,0.96542626,0.886099084
639,34.63604747,0.835988845,0.964111172
640,38.02312402,0.987166347,0.997210406
641,38.13015536,0.98865787,0.797215319
642,41.57743989,0.990552615,0.998409881
643,32.30453116,0.965880532,0.943104139
644,28.91640815,0.970662424,0.98388467
645,45.06504648,0.973079624,0.979368265
646,44.12773918,0.997055048,0.998104026
647,38.9719016,0.980607819,0.940356329
648,45.64120159,0.984631918,0.968536505
649,39.10965367,0.99070096,0.949450375
650,32.14575645,0.9682422,0.9717923
651,41.40223038,0.981871248,0.940300751
652,30.59824676,0.362416944,0.964685984
653,29.77054876,0.576502242,0.731989806
654,36.37275765,0.878107086,0.929522474
655,37.96734514,0.641222053,0.94185264
656,20.88573386,0.826666399,0.677310391
657,37.17871743,0.649142342,0.707886814
658,43.2394694,0.915195808,0.767013348
659,39.86736271,0.917169194,0.746558743
660,46.49042234,0.906467393,0.937862332
661,45.30397076,0.986723361,0.97734153
662,48.72048595,0.882150651,0.966979903
663,38.61820627,0.774685992,0.865594335
664,34.81686559,0.246053981,0.87570617
665,52.0211886,0.796396166,0.828337134
666,51.0988524,0.709564034,0.966045026
667,47.65068993,0.932783208,0.951039359
668,51.5719645,0.86145439,0.923078791
669,46.17386105,0.876931985,0.833541599
670,39.3633808,0.810482531,0.823700518
671,47.78453191,0.940845381,0.951820227
672,30.00356629,0.39974141,0.972150228
673,30.74887947,0.736244547,0.996167841
674,40.86219777,0.70836627,0.966446462
675,28.2154349,0.804340609,0.915314702
676,35.13732939,0.726234233,0.95782947
677,36.70034152,0.858226995,0.900195017
678,32.30076042,0.819776748,0.973632101
679,31.50761385,0.814093264,0.995689413
680,34.468214,0.954802965,0.73396093
681,35.44136235,0.814233224,0.997566657
682,31.00553693,0.771411947,0.961360948
683,29.07888937,0.447073386,0.987669673
684,40.02968865,0.708087406,0.984974164
685,39.62332588,0.721747542,0.995990818
686,32.31329066,0.931243859,0.936759766
687,42.9472188,0.858574087,0.983506323
688,38.36265176,0.814466261,0.961242992
689,31.42558169,0.724971477,0.980637288
690,41.04875312,0.939074054,0.934922971
691,27.5606296,0.381867095,0.974621831
692,45.30991838,0.772129911,0.912285481
693,33.13065628,0.8610795,0.859572173
694,31.25372743,0.774632699,0.836485511
695,32.78825409,0.709510352,0.855691537
696,32.84120825,0.643077449,0.886297847
697,37.33849096,0.846153249,0.976801849
698,36.01176187,0.869789093,0.986258666
