"","x"
"1",0.476526324974156
"2",0.489804394870143
"3",0.46727970743104
"4",0.640424369285775
"5",0.685058891129423
"6",0.364283969714239
"7",0.577454893343498
"8",0.596982065674924
"9",0.461030139424851
"10",0.478946136516575
"11",0.479902473005921
"12",0.932950598717821
"13",0.509537730677873
"14",0.793477031661802
"15",0.473466803619813
"16",0.475330067897485
"17",0.662680923305155
"18",0.977409589203717
"19",0.99948442027498
"20",0.996523323417801
"21",0.983039400080241
"22",0.984397027174909
"23",0.991068715871515
"24",0.991909499376816
"25",0.999399238537174
"26",0.995425111065579
"27",0.995921741894098
"28",0.999688581895934
"29",0.99640751773739
"30",0.999317965398813
"31",0.999879333988408
"32",0.999792293871324
"33",0.999710251132136
"34",0.998029645570432
"35",0.99978645135102
"36",0.999963440874049
"37",0.999335537725724
"38",0.999984055182903
"39",0.999754092117788
"40",0.999936466863379
"41",0.999418783496807
"42",0.433184818538101
"43",0.487623152503409
"44",0.737253091274412
"45",0.759802768532349
"46",0.323923243081652
"47",0.66328439879482
"48",0.659928552504011
"49",0.532102506351285
"50",0.44127902127068
"51",0.572978355560171
"52",0.900690082238229
"53",0.601069679948089
"54",0.806970298643904
"55",0.63531705533351
"56",0.480994236477668
"57",0.597585281540706
"58",0.966782826416314
"59",0.999248888519534
"60",0.994743421196439
"61",0.97515768256421
"62",0.981397492641023
"63",0.986857783585353
"64",0.991609674438201
"65",0.999067525649491
"66",0.995038513224769
"67",0.994034555257822
"68",0.999682285330274
"69",0.996382868477236
"70",0.999352664633766
"71",0.999873143583097
"72",0.999787350288923
"73",0.999722057200348
"74",0.99768985983508
"75",0.999760307883572
"76",0.999980420407461
"77",0.999090534734264
"78",0.999979803601328
"79",0.999745609238963
"80",0.999736898111318
"81",0.999212813950707
"82",0.495025280251583
"83",0.765196667297568
"84",0.793081888008855
"85",0.323916186135996
"86",0.670008271905082
"87",0.64490353637779
"88",0.569022589621131
"89",0.227399137297677
"90",0.616301467325422
"91",0.892966072452882
"92",0.654703899547902
"93",0.799878584384954
"94",0.617953020134228
"95",0.484943959143388
"96",0.467358194801928
"97",0.955960141301502
"98",0.998981184231757
"99",0.993932962363908
"100",0.967111000446187
"101",0.98129075210336
"102",0.980658526592931
"103",0.992130276300813
"104",0.998576911870402
"105",0.992949235809442
"106",0.991262893482271
"107",0.999377401180803
"108",0.995836608970219
"109",0.999125658570746
"110",0.999701710470223
"111",0.99929527407442
"112",0.999563028956806
"113",0.995875910184212
"114",0.999169089431228
"115",0.999641879255463
"116",0.998984760862827
"117",0.99997661128533
"118",0.999713804584326
"119",0.99986728161158
"120",0.999218535829329
"121",0.71128951569917
"122",0.730484575713587
"123",0.40129212612286
"124",0.636198726824795
"125",0.627707032200503
"126",0.511903313101721
"127",0.501193116854683
"128",0.548326785514833
"129",0.911586719186658
"130",0.611185901358463
"131",0.795967583472124
"132",0.610254122615277
"133",0.498934007180096
"134",0.628182940014594
"135",0.970287056410169
"136",0.999330987843398
"137",0.995316458843677
"138",0.97785671961434
"139",0.981223751603945
"140",0.988153138083045
"141",0.991429912841898
"142",0.998931108064598
"143",0.994547734812246
"144",0.994616644344888
"145",0.999547709716627
"146",0.996176336701854
"147",0.999131505775368
"148",0.999848947502963
"149",0.9996063443766
"150",0.999664513202229
"151",0.996447213528783
"152",0.999533589855844
"153",0.999876529815661
"154",0.999116724450248
"155",0.999958422114377
"156",0.999565878197192
"157",0.999635734705109
"158",0.999235922865178
"159",0.628265226164803
"160",0.71710513210658
"161",0.711857745460132
"162",0.772155503561385
"163",0.699621631749233
"164",0.750905126642329
"165",0.731457539418942
"166",0.963508341329455
"167",0.70738098306961
"168",0.847463016424202
"169",0.657883209996081
"170",0.765257538594719
"171",0.815491040107455
"172",0.987741678695005
"173",0.999719725333113
"174",0.997982600543942
"175",0.990718080233405
"176",0.99109757686988
"177",0.995199633275451
"178",0.995500349302752
"179",0.999224957091381
"180",0.995138342139545
"181",0.997819864211247
"182",0.999646340613697
"183",0.998070236604839
"184",0.999232954122291
"185",0.999870892296307
"186",0.999623245665937
"187",0.999676725959998
"188",0.997533976650001
"189",0.999701752054118
"190",0.999936702971633
"191",0.999638307206734
"192",0.999970285304399
"193",0.999582268918204
"194",0.999697388568524
"195",0.999686676820811
"196",0.753587334820978
"197",0.731790200043685
"198",0.784853980058493
"199",0.732331089685283
"200",0.78780796756315
"201",0.752098631996744
"202",0.971151233672434
"203",0.744310607201093
"204",0.872966332654297
"205",0.692208114198201
"206",0.810423092324669
"207",0.843678628270851
"208",0.990921466150718
"209",0.999806864535745
"210",0.998572962486913
"211",0.993231818770825
"212",0.993326409384569
"213",0.996487527479715
"214",0.996780512428356
"215",0.99915426062469
"216",0.994856727316988
"217",0.998387417176789
"218",0.999603195981719
"219",0.998599756566642
"220",0.999086928213073
"221",0.999854564100494
"222",0.999669897779133
"223",0.999647990673277
"224",0.997204528449596
"225",0.999656605990995
"226",0.999879302863207
"227",0.999732761310403
"228",0.999974114671484
"229",0.99963763550445
"230",0.99972955421485
"231",0.999777353807886
"232",0.603511827175794
"233",0.579463403511439
