Genera,GS01_1,GS01_2,GS01_3,GS01_4,GS01_5,GS01_6,GS03_1,GS03_2,GS03_3,GS03_4,GS03_5,GS03_6,GS07_1,GS07_2,GS07_3,GS07_4,GS07_5,GS07_6,GS14_1,GS14_2,GS14_3,GS14_4,GS14_5,GS14_6,GS21_1,GS21_2,GS21_3,GS21_4,GS21_5,GS21_6,GS28_1,GS28_2,GS28_3,GS28_4,GS28_5,GS28_6,GS35_1,GS35_2,GS35_3,GS35_4,GS35_5,GS35_6
Kondoa,2311,4676,1071,1556,2179,4219,1844,0,587,6079,1693,1314,3064,845,0,3524,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phaeoisaria,0,1275,0,0,872,3014,0,430,0,0,1693,0,0,9717,0,0,0,0,0,0,0,17338,0,0,0,0,0,0,0,0,0,0,0,0,0,1759,0,0,0,0,0,0
Monographella,462,850,535,519,0,0,1229,2151,0,507,5924,0,5690,0,0,0,2048,2912,0,0,0,0,0,0,0,0,0,8755,0,0,0,0,0,4437,0,0,0,0,0,0,0,0
Sclerostagonospora,6933,0,0,519,3923,0,13522,0,0,3040,3385,0,0,1690,0,0,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xylariales_gen_Incertae_sedis,462,425,535,0,0,8439,0,0,0,0,2116,0,0,0,2524,12082,0,8153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mortierellales_gen_Incertae_sedis,0,0,0,0,0,0,1844,0,3523,0,0,0,5252,845,2020,2013,0,1165,0,0,17401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backusella,0,0,1606,0,872,1206,0,0,0,3040,1693,0,24072,0,0,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eucasphaeria,462,0,0,3630,3051,3617,7376,0,0,5066,1693,4816,0,4225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaosphaeria,0,0,0,0,1744,16275,0,0,0,2026,0,2627,3064,0,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,2842,0,0,0,0,0,0,2638,0,0,0,0,0,0
Immersiella,0,8927,0,0,5667,7233,3073,0,0,0,0,2189,0,0,5049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tubeufia,0,425,0,1037,0,0,0,0,12329,3040,846,438,0,845,2524,0,0,1747,0,0,8701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geastrales_gen_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,10942,4225,4039,4027,0,0,0,0,0,0,0,0,0,0,0,0,8527,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyomyces,0,0,0,0,872,2411,615,0,0,1520,0,438,0,0,0,2517,0,0,0,18289,0,0,0,0,0,0,0,0,2842,0,2162,0,0,0,0,0,0,0,0,0,0,0
Leucothecium,5084,1700,535,0,0,0,0,0,0,507,0,0,3501,0,0,503,0,0,0,0,0,0,0,0,0,0,14426,0,0,0,2162,0,0,0,0,2638,0,0,0,0,0,237
Gallinipes,0,0,0,3112,0,0,0,0,8806,10132,0,1314,0,845,0,1510,0,5241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lophiotrema,0,0,0,0,2615,0,0,2151,0,3040,0,0,0,0,0,0,0,9318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13285,0,0,0,0,0
Idriella,462,3401,0,1556,9154,603,0,860,1761,0,1693,0,8753,0,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sepultariella,0,0,0,0,0,0,0,0,0,0,0,0,0,29997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entoloma,924,0,1606,0,0,603,0,860,0,2533,846,876,0,845,0,1007,0,4077,0,0,0,0,0,14484,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0
Symmetrospora,924,4676,1071,519,3051,2412,1844,0,0,4560,3385,438,0,422,0,3524,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudocyclothyriella,0,425,1606,0,2179,0,0,0,3523,1520,846,4816,0,845,4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6322,0,0,0,0,2551,0,0,0,0
Pluteus,0,3400,0,0,872,2411,11678,0,0,0,1269,438,0,0,6564,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auxarthronopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4122,0,0,0,0,0,0,0,0,0,0,0,23637,0,0,0
Oidiodendron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8243,0,0,0,0,0,0,0,0,0,0,0,19205,0,0,0
Arthropsis,0,0,4282,0,0,0,1844,0,0,0,0,0,0,0,1515,0,0,0,0,0,17401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759,0,0,0,0,0,0
Nectriopsis,0,0,0,0,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23457,0,0,0,0,0,0,0
Leptospora,0,0,0,0,0,0,1229,0,0,0,2116,3065,0,2112,5049,0,0,0,0,0,12761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bipolaris,0,1700,0,0,0,0,0,0,9980,1520,0,1314,0,0,0,0,0,7571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517,0,0,0,0,0,0
Collariella,0,0,0,0,0,603,4917,430,0,0,0,7444,0,0,0,0,9215,0,0,0,0,0,0,0,0,0,0,0,2842,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyxidiophora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25416,0,0,0,0,0,0,0,0,0,0
Veronaea,0,0,535,0,0,1206,2458,0,0,0,0,0,0,0,0,0,0,1747,0,18289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0
Metapochonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Achroiostachys,462,0,0,0,1744,0,1229,430,0,0,1269,0,0,0,0,2517,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15512,0,0,0
Arthrocladium,0,0,10705,0,0,0,615,0,0,2026,0,0,0,0,0,0,0,6406,0,0,0,0,0,4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporormiella,0,0,0,0,2615,603,2459,0,1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4828,0,0,0,0,0,0,0,11296,0,0,0,879,0,0,0,0,0,0
Neurospora,3697,0,9100,0,0,0,0,0,0,0,0,0,0,7605,0,0,0,0,0,0,0,0,0,0,0,2893,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0
Trichomerium,6471,850,535,519,1308,6028,0,0,0,1013,0,7444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castanedomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5559
Vustinia,924,1275,0,0,1308,603,0,0,0,2533,2962,876,5252,1267,4039,503,0,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kordyana,462,0,0,519,2615,1808,1229,0,1174,1013,846,0,0,3802,8583,0,0,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basidiobolus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23637,0,0,0
Neoidriella,0,0,535,0,3487,3014,615,430,0,2533,1269,1751,3501,1267,0,0,5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emericellopsis,462,0,1606,3630,0,0,6761,860,1761,0,2116,1314,0,1267,0,0,0,0,0,0,0,0,0,0,0,1736,0,0,0,0,0,0,0,0,0,1759,0,0,0,0,0,0
Antidactylaria,2311,1700,535,519,1744,0,0,0,0,2026,2539,0,2188,3379,0,3524,1536,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herpotrichia,0,0,0,0,20923,603,0,430,0,0,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passalora,0,0,0,0,872,0,0,0,0,0,1269,0,0,2957,17671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfaria,924,425,0,519,0,0,0,0,1174,0,0,0,0,4647,0,0,0,6406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4215,0,0,4397,0,0,0,0,0,0
Auxarthron,0,425,0,0,0,1206,0,430,0,0,1693,0,0,0,0,0,1024,0,0,0,0,0,0,0,8363,0,0,0,0,0,0,0,0,0,0,0,8857,0,0,0,0,0
Curvularia,0,0,0,519,0,0,1229,0,0,0,2115,0,0,0,5049,0,0,12812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monosporascus,924,850,1071,0,1308,0,1844,430,0,4053,0,2189,0,845,0,3020,0,0,0,0,0,0,0,0,0,0,0,0,2842,0,0,0,2107,0,0,0,0,0,0,0,0,0
Melanoleuca,0,0,10705,0,0,0,0,860,0,0,0,2627,5690,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hirsutella,0,0,0,4668,1744,0,0,430,3522,0,6348,1751,0,422,0,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,350,0
Lecophagus,0,2551,0,0,4359,603,0,0,4110,0,0,0,0,0,0,0,0,9318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiflimonium,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geranomyces,0,0,0,0,0,0,0,0,10568,0,10156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malassezia,0,0,0,0,0,1206,1229,0,0,2533,0,0,7440,0,0,0,0,0,0,0,0,0,8110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geminibasidium,0,0,0,519,0,0,2459,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,16898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graphium,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8243,8755,2842,0,0,0,0,0,0,0,0,0,0,0,0,0
Rutstroemiaceae_gen_Incertae_sedis,0,425,0,0,436,0,0,0,0,0,0,0,0,0,0,5034,0,0,14216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suillus,0,0,1071,519,872,1808,1229,860,1761,2026,0,876,0,0,6564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,0,0,0,0,0,0,0,0,0
Cystobasidium,0,425,0,0,0,0,0,0,0,507,846,876,5690,3802,0,0,512,1165,0,0,0,0,0,4828,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0
Typhula,0,1700,0,0,436,0,4917,0,2348,1520,0,0,0,0,0,0,0,8153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parathyridariella,0,0,0,0,0,0,2459,0,0,0,0,0,3064,13097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phialophora,0,0,0,1037,0,1206,0,3441,0,0,2539,876,3064,0,0,0,0,6406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lepiota,2311,0,0,0,872,0,0,0,0,0,1269,0,14006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spooneromyces,0,0,8564,3112,0,0,0,0,0,0,0,0,0,6337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claroideoglomus,0,0,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16944,0,0,0,0,0,0,0,0,0,0
Curvibasidium,462,0,0,0,1308,0,0,0,0,0,0,438,3502,0,5049,0,7167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venturia,0,0,0,0,0,0,9219,0,1174,0,0,438,0,0,2020,0,0,4659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eocronartium,3235,0,0,0,0,603,0,0,2348,0,0,0,5252,1690,0,2014,0,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kwoniella,0,850,0,0,436,0,0,0,2348,0,1269,0,0,0,0,0,0,3494,0,0,8701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diaporthe,0,0,0,0,0,0,0,4732,8219,0,0,3065,0,0,0,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fenestella,0,850,0,0,0,0,12293,0,0,0,0,0,0,0,0,0,0,3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genolevuria,462,1700,535,0,5667,3014,615,0,1761,2026,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arachnomyces,1849,425,0,519,1308,2411,0,0,0,0,2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2842,0,0,0,0,0,1738,2638,0,0,0,0,0,355
GS16_gen_Incertae_sedis,0,850,2141,2074,2179,0,1229,430,0,0,4232,876,0,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0
Olpidiomycota_gen_Incertae_sedis,0,0,0,1037,0,0,0,0,1761,0,0,9195,0,0,4544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Striatibotrys,3697,0,3212,2075,3051,0,615,0,0,0,2539,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arezzomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynascella,0,1700,3212,0,0,0,4302,0,1761,0,2962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219,0,0,0,0,0,0,0,0
Australiascaceae_gen_Incertae_sedis,0,0,0,0,0,0,1844,0,0,0,0,0,0,7605,0,0,0,6406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hormiactis,1849,0,3212,0,0,0,0,2581,0,4053,1269,1752,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keissleriella,0,0,0,519,0,603,1229,0,4110,1520,0,0,0,2112,3029,0,0,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gyrothrix,462,0,535,0,0,0,1229,0,1174,0,0,1314,0,0,9088,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycocentrospora,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,3524,0,10482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0
Keratinophyton,924,425,1606,0,1308,1206,0,0,0,1013,1269,1314,0,2535,0,0,0,0,0,0,0,0,0,0,0,1157,0,0,0,0,0,0,2107,0,0,0,0,0,0,0,0,0
Thyridium,0,0,0,0,0,4219,0,0,0,0,0,1314,0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5084,0,0,0,0,0,1759,0,0,0,840,0,0
Petriella,0,2976,0,0,872,10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tremellodendropsidales_gen_Incertae_sedis,0,425,0,0,0,603,1229,0,1761,0,0,0,0,0,0,0,0,10482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dothiorella,13403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candolleomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13285,0,0,0,0,0
Cystoagaricus,462,1275,0,0,872,1206,0,860,0,0,0,4379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,0,0,0,0,2041,0,0,0,0
Chytridiomycota_gen_Incertae_sedis,462,850,2141,1038,1308,603,1844,430,587,0,0,1752,0,844,0,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gymnoascaceae_gen_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12892
Pseudoacrodictys,0,0,0,0,0,0,3688,0,8806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0
Triscelophorus,924,0,1606,0,436,1206,615,0,0,0,846,1314,0,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4428,0,0,0,0,0
Hemimycena,0,0,0,0,12641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Occultifur,0,0,1071,0,436,603,0,430,0,3040,1269,0,0,0,0,0,3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,0,0,0,0,0,0,0,0,0
Emmonsiellopsis,1849,0,0,0,1308,0,1229,430,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6155,0,0,0,0,0,0
Dendryphion,12017,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calycina,0,850,0,2593,4359,1206,0,0,0,0,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hormographiella,0,850,535,0,1308,0,1229,0,2348,1013,0,0,0,2112,0,2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudeurotium,3235,0,0,1556,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6656,0,0,0,0,0,0,0,0
Glomeraceae_gen_Incertae_sedis,462,0,0,0,0,0,0,430,0,2533,0,438,0,5492,0,2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Furcasterigmium,0,850,1071,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9320,0,0,0,0,0,0,0,0,0,0,0,0
Nigrospora,462,1700,2141,0,0,1206,0,0,1761,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2842,0,0,0,0,0,0,879,0,0,0,0,0,0
Coprotus,1849,0,0,0,0,0,0,0,587,0,0,0,1751,0,0,0,0,7571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neohelicomyces,0,425,0,0,5667,0,2459,0,0,0,1693,0,0,0,0,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paragibellulopsis,4160,0,0,1556,0,0,0,0,1761,0,1269,0,0,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scedosporium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3389,0,0,0,0,0,0,0,8163,0,0,0,0
Trechispora,0,0,9635,519,0,0,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parapyrenochaeta,0,850,0,0,0,3617,0,430,2348,0,0,0,0,0,0,0,0,4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Achaetomium,462,2976,0,2075,0,0,0,0,0,0,0,876,0,0,0,0,0,0,0,0,0,0,4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candida,0,0,0,0,0,0,0,0,0,0,1269,438,0,0,0,0,0,0,0,0,0,0,9268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spizellomycetaceae_gen_Incertae_sedis,0,0,0,0,0,0,5532,5162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betamyces,0,0,1071,519,0,0,1844,430,0,4053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606,0,0,0,0,0,0,0
Agaricomycetes_gen_Incertae_sedis,0,0,0,0,0,603,0,2581,0,5066,0,0,0,2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ctenomyces,0,425,1071,1037,0,603,0,0,0,1013,423,0,0,0,0,1007,1024,0,0,0,0,0,0,0,2788,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0
Eutypella,0,0,0,0,0,10247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ophiosphaerella,0,0,0,0,0,8439,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachicladosporium,1387,1700,0,1037,436,0,0,0,5284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coniocessia,0,0,0,0,0,3014,0,0,0,1520,0,0,5252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprinopsis,462,2125,535,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,6129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporothrix,0,0,0,0,0,0,5532,0,0,0,0,0,0,0,0,0,4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lycoperdon,0,0,0,519,0,0,0,430,4110,3546,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exserohilum,0,3401,0,0,0,0,0,0,0,6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talaromyces,0,0,0,0,0,603,1844,0,0,507,4231,438,1313,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichosporonaceae_gen_Incertae_sedis,924,2976,535,0,0,603,615,0,0,0,0,438,0,0,3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradictyoarthrinium,8782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudopenicillium,0,0,0,0,0,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5685,0,0,0,2107,0,0,0,0,0,0,0,0,0
Seticyphella,0,1275,0,519,0,0,0,0,2348,0,0,0,0,1690,0,0,0,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lopharia,0,0,0,0,0,7233,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthostomella,0,0,0,0,0,0,0,0,0,0,0,0,0,8027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buckleyzyma,1387,0,1606,0,0,0,1229,0,0,0,1269,0,0,0,0,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0
Paracylindrocarpon,0,0,0,0,0,1206,0,0,0,0,5501,0,0,0,0,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Celosporium,0,0,0,0,0,0,0,0,0,0,7617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomicrostroma,0,2551,535,519,0,0,1844,0,0,0,1269,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anungitiomycetaceae_gen_Incertae_sedis,0,0,1606,0,0,0,0,0,0,0,4232,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gliomastix,0,0,0,1556,0,0,1844,0,0,4053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominikia,924,0,0,0,872,0,0,430,0,0,0,0,0,0,4039,0,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phaeosphaeria,1387,0,0,0,0,0,1844,0,0,0,0,0,0,0,0,0,0,4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
