Genera,GS01_1,GS01_2,GS01_3,GS01_4,GS01_5,GS01_6,GS03_1,GS03_2,GS03_3,GS03_4,GS03_5,GS03_6,GS07_1,GS07_2,GS07_3,GS07_4,GS07_5,GS07_6,GS14_1,GS14_2,GS14_3,GS14_4,GS14_5,GS14_6,GS21_1,GS21_2,GS21_3,GS21_4,GS21_5,GS21_6,GS28_1,GS28_2,GS28_3,GS28_4,GS28_5,GS28_6,GS35_1,GS35_2,GS35_3,GS35_4,GS35_5,GS35_6
Podospora,95673,2551,21411,2593,21359,20494,21512,2581,7045,12665,13117,14011,22321,3380,18176,0,5631,6988,0,0,0,33479,0,0,0,579,0,0,0,0,2162,0,0,6656,2606,7914,0,6122,0,0,1049,1360
Rhizophlyctis,2773,425,51922,1037,14821,59675,6146,0,61644,2026,5501,10946,0,2535,53014,0,0,48336,0,0,12761,0,0,7242,0,0,0,0,0,0,0,8472,0,0,0,0,0,0,0,0,0,0
Neodactylaria,9243,10627,4818,5705,36179,6630,59619,10325,18787,32422,6771,3503,0,84075,4039,0,2560,19218,0,0,0,0,0,0,0,0,0,0,0,0,2162,0,21075,2219,0,7914,0,0,0,0,0,0
Tulostoma,0,425,8029,2593,436,0,6146,11185,265950,20771,1269,2190,0,3379,0,503,0,3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,0,0,879,0,0,0,1679,0,118
Volutella,0,425,0,0,192230,3617,31346,10325,0,0,10156,438,2188,845,3029,3020,2560,24459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31655,0,0,0,0,0,0
Lophiostoma,23571,10627,11776,8817,7846,37974,3073,430,41683,0,5924,13574,3939,2957,38877,4027,0,0,0,0,0,0,3476,43452,0,0,0,0,0,0,0,45185,0,0,6081,0,0,0,0,0,0,0
Oedocephalum,0,425,0,1556,0,0,1229,0,0,1013,846,0,303308,0,0,503,0,0,0,0,0,0,0,0,0,0,4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyrenochaeta,10168,9777,0,5186,10462,16275,12293,12476,36399,7092,4232,10071,0,5915,14137,37252,15358,97254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6642,0,0,0,0,0
Stachybotrys,15714,8502,27299,7780,9154,31344,4917,15058,10568,25329,11848,9195,12255,14787,12622,5538,3584,11065,0,25148,26102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4397,13285,0,0,0,2798,355
Neocucurbitaria,11555,19554,6423,5705,5667,28330,9834,12476,45793,6079,12271,16638,9629,8027,16662,18626,7167,30283,0,0,0,0,0,30175,0,0,0,0,0,0,0,0,0,0,0,7034,0,0,0,0,0,0
Lysurus,1849,1275,37469,24376,2179,12658,6761,860,3523,61804,16503,7006,68277,7605,30799,12082,2560,4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0
Purpureocillium,5084,4676,7494,2075,872,4822,4917,2151,6458,8612,11425,13573,10067,10562,0,4531,6143,4077,63424,30863,0,0,0,21726,2788,0,16487,0,0,0,0,0,16860,6656,0,8793,22142,0,0,1679,0,0
Mortierellaceae_gen_Incertae_sedis,1849,4251,5353,0,0,3617,1229,0,0,125633,2538,2190,98915,422,4544,43797,0,4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mortierellomycota_gen_Incertae_sedis,0,1700,0,0,5667,0,615,3011,12916,1520,0,7444,25823,24082,47965,18626,105970,12230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyalorbilia,4160,3401,23017,11410,13077,22303,12293,5162,15264,11651,14387,18828,15756,17322,14137,15102,6143,13977,0,0,0,0,4634,16898,0,0,0,0,0,0,0,0,0,0,0,3517,0,0,0,840,1049,0
Albifimbria,0,850,0,0,0,0,0,430,254795,3546,846,0,0,0,0,0,0,3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296
Schizothecium,7857,11902,5889,519,17873,1808,24585,5162,2348,9625,10579,7006,9629,6337,10098,3020,5120,8153,21870,12574,8701,0,0,7242,8363,0,0,0,8527,14404,2162,0,0,2219,0,1759,0,0,15512,4199,0,355
Microdochium,15714,6801,10170,15559,13077,4219,30117,1721,12916,9119,28774,3503,22759,5070,36857,11578,0,8153,0,0,0,0,4634,0,0,0,4122,0,0,7626,0,0,0,0,0,0,0,0,0,0,0,237
Subulicystidium,8782,43359,11241,1556,8282,28330,0,2151,0,0,3808,81879,0,20279,8078,2517,2048,22130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,6122,0,0,0,0
Eurotiales_gen_Incertae_sedis,6008,2551,7494,2075,436,0,4302,2151,2935,5066,3808,3503,0,14787,3029,503,2560,0,0,18289,0,0,13902,0,0,1736,0,0,17054,18641,2162,0,16859,2219,0,28138,55354,4592,0,0,0,0
Cytospora,21261,4251,5888,3630,10897,39180,14751,2581,8806,3040,13540,8319,5252,3380,7573,13089,8703,22712,0,0,0,0,0,0,6969,0,0,0,0,0,0,8472,4215,2219,0,0,0,12245,0,0,3147,0
Dioszegia,4159,17853,3747,10372,8283,7234,23356,1290,2348,20770,10156,13136,8754,24081,33829,5538,8704,5242,0,0,17401,0,0,0,0,0,0,0,0,0,0,0,2107,0,0,879,0,0,0,0,0,0
Spizellomyces,0,12753,535,6224,2616,1809,15366,14197,0,22797,16926,5255,23634,8872,9593,0,5119,25042,14216,0,0,0,0,30175,0,0,0,0,0,0,0,0,4215,0,0,0,6642,0,0,0,1749,0
Scolecobasidium,4622,4676,2676,5186,2179,7836,11063,3442,8219,2026,4655,5254,0,9295,10603,7551,1536,2912,28431,30863,0,0,0,4828,0,0,0,0,0,0,0,33889,2107,0,0,6155,0,0,0,0,0,0
Pulvinula,4622,0,0,3630,4359,70525,0,0,0,0,0,0,0,0,0,70981,0,0,0,12574,0,0,0,19312,0,0,0,0,0,0,4324,0,0,0,0,0,0,0,0,0,0,118
GS37_gen_Incertae_sedis,12941,5951,5888,4668,4795,7836,23971,3872,21135,9119,5501,7006,6127,2957,14642,9061,3072,4659,0,0,12761,0,0,0,0,0,0,0,0,0,0,0,0,0,869,0,0,0,15512,0,0,0
Parafenestella,2773,6801,3212,1037,2179,6028,4917,3011,8806,9625,2962,5254,0,4647,14642,1007,14846,27371,0,0,0,0,0,56729,0,0,0,0,0,0,0,0,0,0,0,3517,0,0,0,0,0,0
Pseudodictyosporium,462,425,5353,0,0,12055,0,0,2935,0,1693,876,0,3380,5049,0,15358,0,50301,0,0,72937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edenia,9706,7651,11776,11410,13513,13863,6146,9465,12916,9625,5078,3065,8753,2535,19691,7048,2560,12812,0,0,0,0,0,0,0,2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polyphilus,5546,0,6423,1037,18743,6028,11678,5593,2348,5572,6347,2627,10942,9717,0,42790,11262,0,0,0,0,0,0,0,0,0,0,8755,0,0,0,11296,0,2219,0,0,0,0,0,0,0,0
Agaricus,0,425,1071,519,3052,603,1844,430,5284,2026,0,104647,0,845,5049,0,2048,0,0,0,0,0,0,24140,0,0,0,0,0,0,0,0,2107,0,0,0,0,8673,0,0,0,0
Melanocarpus,10630,3826,9635,3112,3051,3014,9219,3011,7045,17224,6347,3941,0,5915,0,3020,3584,0,0,0,0,0,0,0,4182,9257,0,0,8527,0,0,0,2107,6656,12163,5276,15499,0,0,0,0,0
Udeniomyces,5546,13602,535,1556,6103,9644,67610,0,2348,2533,4232,1314,1751,1267,15651,1007,1536,0,0,0,0,0,0,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leptosphaeriaceae_gen_Incertae_sedis,4160,850,0,3112,10897,0,7990,0,11155,0,846,6130,33263,0,12117,3020,10751,46006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,0,0,0,0,0,0,0,0,0
Operculomyces,24034,425,2141,5705,872,15672,0,0,0,0,4655,4379,10504,10562,19186,5538,43514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2107,2219,0,0,0,0,0,0,0,0
Ophiobolopsis,4160,850,1071,2075,4795,4822,13522,0,3523,9119,5078,2627,0,0,89366,0,5631,0,0,0,0,0,4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
Periconia,2773,5101,6423,13485,5231,6028,1229,6023,17613,7599,2962,3503,0,19012,13128,1510,1024,5824,0,0,0,0,0,14484,2788,0,0,0,0,0,0,0,4215,0,0,0,11071,0,0,0,0,0
Sodiomyces,14790,5526,6423,7261,9154,13261,15366,6453,7632,17731,5078,876,5252,6337,0,1510,6655,8735,0,0,0,0,0,0,6969,0,0,0,0,0,0,0,0,0,0,1759,0,0,0,0,0,0
Thelebolus,0,2976,3747,1556,0,10850,9219,2581,7045,0,2116,2189,12693,49009,14137,5538,5119,3494,0,0,0,0,0,7242,0,0,0,0,2842,0,0,0,0,0,0,1759,0,0,0,840,0,0
Chaetomidium,0,5101,0,0,3923,1808,0,0,0,0,0,0,37640,5915,52004,4027,13310,19218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Podosporaceae_gen_Incertae_sedis,0,850,0,0,872,1808,0,0,0,0,0,1751,0,0,129758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthroderma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132960,0,0,0
Ceratobasidium,0,10202,1071,2593,3923,25920,3688,430,587,0,21580,5693,11380,10140,0,3020,512,0,0,0,0,0,0,7242,0,0,0,0,0,0,0,5648,0,0,0,2638,0,0,11819,0,1049,0
Tricellula,0,4676,3212,0,4795,0,7376,0,6458,4559,846,5254,15756,2112,58062,0,0,13977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pezizaceae_gen_Incertae_sedis,0,1275,0,0,0,603,0,860,1174,0,423,0,0,0,54024,6544,1024,61148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrmecridium,3697,4251,1071,2594,0,1808,0,0,8219,5066,2962,3065,0,1690,9088,503,2048,5824,0,0,0,17338,0,4828,0,0,0,0,0,6779,0,0,0,11094,3475,18466,4428,8163,0,0,0,0
Drepanopeziza,6933,6376,3212,1037,28333,4219,1844,0,2348,3040,2962,1751,1313,3380,12117,1007,0,3494,0,0,0,41251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cryptococcus,462,425,9635,0,0,2411,80516,860,1761,3546,0,438,5690,0,0,0,2048,0,0,0,0,0,0,12070,0,1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Humicola,9706,2976,3747,0,6538,5425,4917,8173,2935,7092,4655,6568,0,845,2524,5538,0,2329,0,0,0,0,0,0,0,0,0,0,11369,14404,0,0,0,6656,0,12310,0,0,0,0,1399,0
Neoschizothecium,0,850,2676,0,872,0,0,860,14090,0,0,1314,0,2535,18176,0,0,3494,0,0,0,0,0,0,0,0,0,0,0,0,0,62129,0,0,0,12310,0,0,0,0,0,0
Cladorrhinum,1849,40808,2141,0,23102,9042,0,0,15851,0,2962,10508,0,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7034,0,0,0,0,0,0
Phaeococcomyces,6008,14028,6424,2594,21794,6631,12293,430,3522,5572,4232,1752,8753,3380,11108,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0
Ascodesmidaceae_gen_Incertae_sedis,0,3826,3747,1556,28769,6631,4302,0,4697,8105,3809,9195,2188,4647,6564,0,0,21547,0,0,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,237
Geastrum,462,3401,3747,30081,3487,31345,1229,1720,1761,0,11425,5255,3501,2535,3029,0,0,2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219,0,1759,0,0,0,0,0,0
Powellomyces,6008,850,535,15559,436,4219,0,0,10567,6586,846,1314,3939,0,0,1007,7167,18053,0,0,21462,0,0,0,0,0,0,0,0,0,0,11296,0,0,0,0,0,0,0,0,0,0
Lasionectriopsis,4622,425,2676,519,3923,10850,0,430,0,1520,3808,25396,0,845,8078,2517,4095,0,0,0,0,0,0,0,0,0,14426,0,0,0,0,0,0,2219,0,6155,0,14286,0,0,0,0
Amorocoelophoma,1849,5951,2141,4668,1308,4219,4302,4733,6458,3546,1269,1751,0,2957,10603,1007,1024,23877,21870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0
Hannaella,0,4676,1071,2075,4360,3014,7375,2581,0,2533,3809,1314,7440,16054,7573,1510,7679,0,0,0,8701,0,0,12070,0,0,0,0,0,0,0,8472,0,0,0,0,0,0,0,0,0,0
Fimicolochytrium,0,425,0,3630,0,3014,1844,0,5284,2026,0,28460,26698,0,5049,2517,0,8736,0,0,0,0,0,14484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monoblepharomycota_gen_Incertae_sedis,3235,425,4817,8817,3487,3617,6146,2581,7045,7599,5925,7444,1313,2112,2524,5034,3072,1165,0,0,8701,0,0,0,0,1736,0,0,0,5084,4324,0,0,0,2606,879,0,0,0,0,0,0
Ilyonectria,0,425,0,0,872,0,0,0,587,0,846,0,0,0,6564,7551,0,4077,0,0,0,0,0,27761,0,0,49460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farlowiella,3697,2125,0,519,5231,3617,4917,0,11155,0,846,3065,3064,5070,16157,3524,512,0,0,0,0,0,0,16898,0,0,0,0,0,0,0,0,0,0,0,879,0,16837,0,0,0,0
Rhizophlyctidaceae_gen_Incertae_sedis,0,0,1071,0,0,3014,0,0,4110,3040,0,8319,0,0,18176,0,0,47753,0,0,0,0,0,0,0,0,0,0,0,11015,0,0,0,0,0,0,0,0,0,0,0,0
Trichoderma,0,0,23016,0,0,5425,15980,3872,13503,8612,1693,1314,0,3380,0,1510,0,0,0,0,0,0,3476,0,0,1157,0,0,0,0,0,0,4215,0,2606,1759,0,0,0,0,3147,0
Lasiobolidium,0,1700,2141,0,0,3014,0,0,0,0,0,438,3501,2957,7573,3524,5631,1165,0,0,30162,0,0,21726,0,1736,0,0,0,0,0,0,4215,0,0,0,0,0,0,840,0,0
Agaricaceae_gen_Incertae_sedis,10630,0,16058,1037,4795,6631,0,3872,12328,0,3385,0,7002,5070,4039,0,0,0,0,12574,0,0,0,0,0,579,0,0,0,0,0,0,0,2219,0,0,0,0,0,0,0,0
Schizophyllum,0,89693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panaeolus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomentella,0,0,0,0,0,0,0,0,39335,19250,0,0,0,0,0,0,0,8735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17713,0,0,0,2798,0
Fusidium,1387,3826,4282,3630,2179,2411,1844,4302,1174,3040,423,3065,6127,2112,5049,6544,2048,0,0,0,8701,0,3476,9656,0,0,0,0,0,0,0,0,0,2219,0,0,0,0,7387,0,350,0
Pseudopyrenochaeta,924,850,3747,1037,2179,7836,5532,4302,2348,13171,0,1314,12255,0,0,15102,4095,6406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dothistroma,1849,1700,0,0,0,0,615,0,4110,0,0,2189,0,0,27769,0,0,0,0,0,0,0,39390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atrocalyx,1849,1700,535,0,1308,27125,0,860,14677,5066,2539,0,0,1690,0,0,0,0,14216,0,0,0,5793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marquandomyces,2773,850,1071,5186,8282,4219,5532,860,0,2533,3385,16639,0,0,6564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11094,0,2638,0,0,0,0,5595,0
Ascobolaceae_gen_Incertae_sedis,25882,1700,2141,0,0,0,7376,860,0,0,0,0,6127,5070,0,21143,0,0,0,0,0,0,0,0,0,0,0,6129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhizophydiales_gen_Incertae_sedis,4622,3401,2140,1556,0,3617,1229,0,7632,0,5078,4379,3064,5069,9593,6544,2048,13395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bullera,3697,4251,0,5186,1744,3617,7376,0,0,0,2116,2189,5252,24082,0,5538,6143,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apophysomyces,0,4676,3212,1037,6103,1808,0,1290,0,11145,423,3941,3939,0,8078,2517,13822,0,0,0,0,0,0,0,2788,0,0,0,0,0,0,0,0,0,0,6155,0,0,0,0,0,0
Arthrographis,2311,1275,4282,1037,2180,1808,0,0,587,0,3386,0,3939,0,0,0,0,3494,0,18289,12761,0,0,0,0,0,0,0,14212,0,0,0,0,0,0,879,0,0,0,0,0,0
Rhodosporidiobolus,1387,4676,1606,0,4795,603,10450,430,0,4559,4232,0,7878,5914,4544,1007,10239,5824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coniochaeta,2773,850,3747,0,2180,4823,1844,860,2348,3546,5501,3066,0,3380,0,0,512,0,0,12574,0,0,0,7242,0,2314,0,0,0,0,0,0,2107,6656,0,879,0,0,0,0,0,0
Zopfiella,1387,850,535,1037,0,0,0,430,9393,0,0,876,0,0,16157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36051,0,0,0,0,0,0
Aphelidiomycetes_gen_Incertae_sedis,6471,1700,10705,519,872,1206,4917,5163,5284,5066,3385,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,579,0,0,11369,0,2162,0,0,2219,0,3517,0,0,0,0,0,0
Striaticonidium,6008,2125,6423,2075,2615,0,2459,3872,2348,2026,2539,2189,4814,845,5554,3524,2048,0,0,0,8701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6155,0,0,0,0,0,0
Collarina,462,850,6423,6742,1308,7836,0,1721,1761,3040,4232,438,17069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13285,0,0,0,0,0
Pleiochaeta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parachaetomium,3235,5101,3212,5705,8282,10247,4917,1721,0,2533,4655,7444,0,8027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arxiella,0,0,0,2075,18743,2411,1229,0,1174,14184,1269,876,0,2957,0,0,0,1747,0,0,0,17338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colletotrichum,1849,2976,3212,3112,436,9644,3073,1290,1174,2026,13541,876,0,10985,3029,0,1536,5241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erythrobasidium,2773,4676,0,1037,1744,0,2459,430,0,5066,3385,1314,3939,2112,6564,0,512,6406,0,0,12761,0,0,7242,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0
Udeniozyma,3235,3826,535,1037,2615,2411,5532,430,1761,7092,1269,876,7878,12252,0,2517,2048,6988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dactylella,0,4676,535,1038,10897,4220,8605,0,4110,1520,0,438,0,845,4039,0,0,8736,0,0,8701,0,3476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aphanoascus,0,850,535,0,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5648,0,0,2606,3517,0,16327,27331,0,0,3607
Sesquicillium,3235,1700,1071,0,872,0,0,0,0,0,846,3503,8316,2957,2020,0,6655,0,14216,0,0,0,0,0,0,0,0,0,0,0,0,0,4215,0,0,10552,0,0,0,0,0,0
Tympanis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57936,0,0,0,0,0,0,0,0,0,2219,0,0,0,0,0,0,0,0
Murispora,0,0,1071,1037,1308,0,0,430,10568,0,1693,0,10942,0,14642,503,3072,9900,0,0,0,0,0,4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Capronia,0,8077,535,0,6538,14467,6147,1291,1761,7092,0,0,3064,1690,3029,0,0,4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2219,0,0,0,0,0,0,0,0
Rhizoctonia,0,0,0,0,0,0,0,0,0,0,0,876,0,0,34838,14096,0,4077,0,0,0,0,4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microascus,0,0,0,0,0,7233,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42361,2107,4438,0,0,0,0,0,0,0,0
Efibulobasidium,1849,850,535,0,0,11453,8605,0,1761,0,0,0,0,5492,5049,2517,0,0,0,0,0,0,0,16898,0,0,0,0,0,0,0,0,0,0,0,1759,0,0,0,0,0,0
Kazachstania,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthracina,1387,8077,535,2075,2179,8439,1844,0,1761,4559,5501,3941,0,0,4039,1007,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7034,0,0,0,0,0,0
Gymnoascus,0,0,0,0,0,0,1229,0,1174,1013,0,1314,3064,0,3029,0,0,0,0,0,0,0,0,0,0,0,10304,0,0,0,17295,0,0,0,0,0,0,0,0,0,0,16026
Sporormiaceae_gen_Incertae_sedis,0,0,0,2075,1744,0,0,1721,3523,1520,846,876,0,0,0,15102,0,4659,21870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melanophyllum,0,1700,0,519,3923,15673,22741,1291,4110,0,3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comoclathris,0,425,0,519,4795,9644,0,0,0,507,0,0,6127,0,8583,14096,1536,6406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,0,0,0,0,0
Cylindrotorula,1387,1700,535,2075,872,12055,0,0,6458,0,0,0,0,0,0,0,3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24620,0,0,0,0,0,0
Pezizales_gen_Incertae_sedis,1386,850,2141,0,2180,603,1844,3011,1761,507,0,2628,0,845,0,1510,0,0,0,0,0,33479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296
Arthrobotrys,1387,425,8565,8299,0,0,615,0,0,3040,4231,1314,10504,2112,7573,503,1536,0,0,0,0,0,0,0,2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orbilia,2311,850,0,519,5231,4219,3688,1290,1174,3040,0,6130,10067,0,0,7048,1024,5241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onygenaceae_gen_Incertae_sedis,0,0,44963,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pleurotheciella,0,0,535,0,2179,30139,0,0,0,10132,4232,0,0,1267,0,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyxidiophorales_gen_Incertae_sedis,0,0,0,0,0,12658,5532,0,1174,0,21158,2189,1313,3380,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basidioascus,4160,2976,3212,1556,1308,3617,615,3872,1761,5066,5078,0,1751,1690,0,1007,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4215,2219,0,1759,0,0,0,0,1399,0
Hebelomataceae_gen_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47564,0,0,0,0,0,0,0,0,0,0,0,0,0,869,0,0,0,0,0,0,0
Aphelidiomycota_gen_Incertae_sedis,5084,850,1606,2075,3052,603,3687,1720,0,1520,846,876,1751,845,0,2517,1536,1165,0,0,0,17338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leucosporidium,0,0,535,0,0,0,3073,0,0,0,0,0,0,0,0,0,0,0,0,0,42923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chordomyces,1849,0,1606,519,0,2411,0,0,35812,2533,0,0,0,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papiliotrema,924,850,3747,2074,3488,3617,0,430,2935,7092,0,5255,4814,3380,3029,503,1024,2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dictyosporiaceae_gen_Incertae_sedis,0,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4077,0,0,0,25110,0,0,0,0,0,0,0,0,0,0,0,0,0,12311,0,0,0,0,0,0
Remersonia,0,2125,8029,1556,3051,0,0,1721,0,6586,7617,1751,0,0,0,0,3584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6081,0,0,0,0,0,0,0
Myriangiales_gen_Incertae_sedis,3235,1275,0,1556,24410,1206,0,0,0,1520,0,1751,0,0,2524,2014,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psathyrella,2773,1275,0,0,0,0,0,1721,0,0,0,0,0,0,14642,0,0,0,0,0,21462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ampelomyces,0,425,0,0,3487,1206,0,0,0,0,0,0,0,3802,25245,0,6143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darksidea,0,0,0,0,0,3014,3073,0,4110,0,2962,438,3939,0,14642,3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4428,0,0,0,0,0
Stolonocarpus,0,0,2676,1556,0,0,0,25382,9980,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geastraceae_gen_Incertae_sedis,0,0,0,0,5667,25316,0,0,0,0,0,1751,5252,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lecanicillium,924,850,0,0,1308,24714,0,430,0,507,1269,0,0,2535,7069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudopithomyces,0,0,535,0,0,1206,0,0,0,0,0,9195,0,845,10098,0,0,15724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
