OTUId,BS00_1,BS00_2,BS00_3,BS00_4,BS00_5,BS00_6,BS01_1,BS01_2,BS01_3,BS01_4,BS01_5,BS01_6,BS03_1,BS03_2,BS03_3,BS03_4,BS03_5,BS03_6,BS07_1,BS07_2,BS07_3,BS07_4,BS07_5,BS07_6,BS14_1,BS14_2,BS14_3,BS14_4,BS14_5,BS14_6,BS21_1,BS21_2,BS21_3,BS21_4,BS21_5,BS21_6,BS28_1,BS28_2,BS28_3,BS28_4,BS28_5,BS28_6,BS35_1,BS35_2,BS35_3,BS35_4,BS35_5,BS35_6,GS01_1,GS01_2,GS01_3,GS01_4,GS01_5,GS01_6,GS03_1,GS03_2,GS03_3,GS03_4,GS03_5,GS03_6,GS07_1,GS07_2,GS07_3,GS07_4,GS07_5,GS07_6,GS14_1,GS14_2,GS14_3,GS14_4,GS14_5,GS14_6,GS21_1,GS21_2,GS21_3,GS21_4,GS21_5,GS21_6,GS28_1,GS28_2,GS28_3,GS28_4,GS28_5,GS28_6,GS35_1,GS35_2,GS35_3,GS35_4,GS35_5,GS35_6,MS01_1,MS01_2,MS01_3,MS01_4,MS01_5,MS01_6,MS03_1,MS03_2,MS03_3,MS03_4,MS03_5,MS03_6,MS07_1,MS07_2,MS07_3,MS07_4,MS07_5,MS07_6,MS14_1,MS14_2,MS14_3,MS14_4,MS14_5,MS14_6,MS21_1,MS21_2,MS21_3,MS21_4,MS21_5,MS21_6,MS28_1,MS28_2,MS28_3,MS28_4,MS28_5,MS28_6,MS35_1,MS35_2,MS35_3,MS35_4,MS35_5,MS35_6
ASV33,0,0,0,0,0,0,0,0,0,0,0,0,0,29,280,10,0,0,0,0,0,32,0,0,0,0,0,222,0,0,0,0,420,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV34,2,0,0,4,0,3,2,0,0,0,0,0,1,0,0,0,2,4,63,19,0,1,4,0,566,64,0,0,0,3,226,0,0,0,83,112,2,20,0,0,0,0,0,0,0,141,0,0,0,1,0,1,0,0,1,2,0,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV35,2,1,0,0,1,0,2,1,4,1,0,1,1,0,5,0,1,31,9,4,6,0,1,3,4,0,29,2,5,3,2,3,1,7,14,9,2,3,26,0,5,1,7,3,51,4,0,4,3,4,0,1,1,2,0,1,2,0,4,0,2,4,6,2,10,7,6,6,27,6,1,4,35,22,62,7,13,28,25,0,6,11,13,31,4,9,24,3,2,5,0,0,0,0,2,0,0,12,0,27,7,0,0,0,2,0,8,5,6,5,3,11,1,3,32,9,35,12,22,69,30,0,0,25,65,156,7,121,0,9,75,124
ASV36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,664,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV37,0,0,0,1,1,0,1,0,2,1,0,0,2,1,0,0,3,2,6,0,18,7,1,1,0,2,0,0,0,1,0,5,2,0,0,0,7,0,53,1,0,0,0,0,4,0,0,2,2,0,5,5,2,2,1,2,3,6,3,4,19,1,115,17,74,483,135,39,250,12,51,0,19,0,2,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,46,0,0,6,41,1,0,0,14,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0
ASV38,5,9,22,8,40,7,6,2,2,3,9,0,254,18,0,4,52,11,3,82,7,3,5,33,0,3,4,3,0,190,0,41,26,13,5,5,19,3,0,34,11,14,12,3,21,9,3,2,14,10,35,13,19,24,13,17,21,17,17,6,9,23,6,8,12,8,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,39,0,0,0,0,0,0,8,26,0,14,0,15,0,15,10,39,2,1,0,12,0,53,0,12,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0
ASV39,58,16,12,25,63,41,36,21,13,33,6,0,16,16,3,0,23,36,17,14,24,1,28,9,2,30,1,15,3,7,6,8,8,5,2,3,6,4,9,15,4,2,18,4,5,5,19,11,25,16,24,59,32,55,51,23,79,38,37,78,6,14,8,14,4,9,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,125,0,0,64,1,10,2,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0
ASV40,8,3,1,6,3,12,7,4,5,12,9,0,17,3,1,15,139,5,1,0,16,26,7,1,1,2,6,12,2,6,5,61,2,18,13,4,8,1,2,44,2,16,8,0,5,13,1,0,34,98,24,57,51,13,51,12,15,46,28,10,0,16,3,28,5,4,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,100,19,37,5,49,0,13,44,77,3,337,14,0,13,0,0,13,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
ASV42,36,22,27,13,30,18,16,7,27,29,6,1,9,12,3,0,36,39,24,33,18,8,19,9,1,21,7,7,0,9,9,8,6,2,0,2,3,6,8,43,5,2,9,9,6,3,11,3,19,14,38,54,42,35,32,20,24,32,36,88,2,16,5,16,6,4,0,0,0,1,0,2,0,0,0,0,0,1,2,2,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,12,0,0,120,0,0,1,1,65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ASV43,1,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,2,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,7,0,9,22,5,4,6,3,29,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,96,2,10,0,797,0,5,0,6,0,13,0,0,3,18
ASV44,15,29,14,30,19,23,5,16,28,30,35,15,19,13,11,22,5,12,14,2,5,9,11,8,5,4,48,19,13,9,8,8,3,13,26,29,0,8,12,13,6,6,4,0,15,2,17,6,8,7,9,6,17,7,4,11,4,8,5,6,0,3,2,5,1,1,0,3,2,0,4,2,18,2,3,2,24,16,3,9,1,1,0,2,0,19,17,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,57,1,5,5,0,12,0,3,2,24,2,24,5,0,20,0,8,1,3,0,0,7,11,3,0
ASV45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,27,14,281,15,0,1,0,1,0,31,17,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,3,26,71,27,123,0,83,2,1,16,24,49,1
ASV46,8,1,10,9,6,13,8,2,1,12,1,0,7,4,0,3,22,5,1,16,13,10,6,4,1,0,16,18,2,2,1,33,2,19,9,8,22,0,0,14,3,2,6,10,11,16,4,3,21,55,12,36,61,30,20,13,4,21,23,26,44,44,21,32,15,5,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,59,77,76,0,738,0,0,0,25,45,0,78,3,0,0,379,5,0,0,0,3,0,0,0,3,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0
ASV47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,6,0,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,15,0,1,23,0,10,1299,6,14,4,35,3
ASV48,3,2,1,0,4,21,9,0,0,37,0,5,4,0,0,8,9,79,7,0,0,1,10,3,0,0,0,3,8,1,1,0,0,0,0,4,3,0,7,1,0,0,2,0,0,0,0,15,30,11,1,8,6,3,18,6,3,0,31,13,0,0,0,0,31,103,292,0,51,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,6,11,0,0,0,0,1,0,0,0,0,62,0,0,6,3,0,0,0,0,2,0,0,0,0,0,0,103,0,0,0,22,0,3,0,0,0,0,5,7,0,0,0,0,1,0
ASV50,0,0,579,8,25,0,3,0,0,2,0,0,4,3,0,0,2,2,0,14,3,0,0,0,0,0,0,2,0,0,0,1,3,1,0,1,2,2,8,4,0,0,0,0,53,0,4,2,4,2,2,5,2,8,4,7,4,8,5,2,0,3,1,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,9,0,0,0,0,0,4,0,0,5,1,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV51,12,1,7,7,12,7,13,3,7,0,0,0,3,3,4,2,4,8,4,3,10,2,3,1,1,2,0,8,1,2,6,1,3,1,1,2,2,0,8,1,1,4,9,1,1,0,5,3,0,7,21,8,7,12,6,5,8,4,12,11,143,96,33,23,31,18,3,20,20,1,2,12,1,1,0,0,0,4,0,0,1,1,2,2,0,1,0,0,0,0,34,0,0,0,0,0,0,8,6,0,0,194,55,0,11,0,17,0,7,2,1,7,2,10,0,0,0,0,0,0,47,0,0,4,0,2,0,4,0,0,0,1
ASV52,0,0,0,0,0,0,0,0,0,0,0,0,1,67,290,204,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,136,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV53,1,1,3,5,6,3,5,5,10,1,3,0,1,3,26,7,0,3,1,1,2,5,5,1,3,0,2,3,0,0,3,0,1,2,5,13,0,2,2,0,4,0,1,0,2,0,3,14,3,1,1,0,1,1,4,2,0,0,1,3,0,1,1,2,0,0,0,4,0,0,0,1,33,1,18,15,52,55,0,20,0,1,1,3,0,5,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,3,0,2,28,8,9,40,130,13,10,111,13,8,6,0,3,3,2,46,15,0
ASV54,0,0,0,0,0,0,2,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,2,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,4,0,0,20,0,0,10,109,110,0,1,5,36,0,29,17,1,107,1,0,2,1,0,2,1,2,5,6,5,2,0,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,1,10,27,2,0,0,0,11,25,0,9,19,6,107,6,0,0,15,43,21,0,12,8,36,11,8
ASV55,4,1,2,7,5,8,4,0,0,2,2,0,9,3,0,0,17,3,3,3,16,3,3,1,1,0,9,11,1,3,1,11,1,9,6,8,1,0,2,6,1,8,3,2,4,9,1,1,40,165,18,29,34,20,33,7,3,25,10,6,6,4,4,16,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,67,0,39,370,120,0,0,14,24,312,20,14,23,80,0,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV56,8,45,39,27,25,24,12,68,39,17,32,10,9,7,10,43,4,11,7,10,11,6,11,4,1,5,29,2,0,8,6,2,4,5,17,32,0,9,9,3,12,9,16,4,4,1,1,6,2,7,12,14,8,7,12,9,0,4,3,5,3,5,0,7,2,6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV57,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,657,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV58,4,2,3,20,5,7,11,9,39,10,11,4,2,9,8,5,4,21,180,2,0,4,3,2,12,4,16,10,3,1,3,1,1,4,7,5,2,3,9,18,2,4,9,1,7,3,1,8,5,10,7,6,9,3,2,11,2,5,6,6,6,3,1,4,0,3,0,5,6,1,4,2,7,0,1,1,18,3,1,0,0,1,0,1,0,20,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,20,0,0,2,4,4,0,2,5,16,2,0,0,0,3,1,1,0,12,0,0
ASV59,0,0,0,0,0,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,4,0,1,0,0,14,39,57,10,1,8,289,0,51,72,0,0,4,0,1,2,0,6,0,0,15,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,3,0,16,62,0,36,0,0,24,0,0,0,9,11,22,0,0,0,23,20,1
ASV60,58,9,19,11,11,3,37,9,20,24,1,1,16,7,0,6,12,5,31,14,9,0,11,8,2,1,1,3,6,3,8,31,5,2,3,18,7,2,5,3,1,6,6,3,2,5,14,10,16,7,8,23,12,8,8,14,15,15,20,15,5,5,1,13,2,5,0,0,0,1,0,1,0,2,0,0,2,0,0,0,1,0,0,4,0,0,0,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV61,0,3,1,3,1,5,4,1,6,7,4,0,0,0,6,5,0,4,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17,7,23,0,69,50,0,1,0,0,0,0,0,5,5,1,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,0,0,20,0,84,10,103,11,0,7,0,4,3,6,0,9,28,129,12,15
ASV62,17,7,13,8,12,7,47,17,32,9,0,0,34,26,0,0,18,4,39,7,13,0,15,7,1,1,0,2,3,2,12,26,5,3,1,5,7,1,2,10,0,1,9,0,0,2,4,3,25,5,15,19,5,15,19,13,37,14,22,21,6,5,1,8,2,17,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
ASV63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,40,21,0,27,30,0,0,0,0,81,112,38,0,55,39,62,23,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
ASV64,43,20,24,45,22,43,0,83,0,23,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV65,0,0,1,5,4,0,1,2,5,1,3,1,0,3,1,2,1,1,1,2,2,1,2,5,1,0,3,1,7,0,1,1,0,0,2,3,0,2,0,0,1,3,4,0,2,0,2,0,1,0,0,0,1,0,0,3,1,0,3,1,3,4,3,5,1,0,6,12,11,3,0,5,4,0,33,5,0,37,0,0,0,1,0,1,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,2,8,63,1,1,25,1,2,9,0,55,39,42,22,3,0,0,6,7,9,6,6,0,44,10,4
ASV66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,154,63,0,0,113,81,55,0,0,133,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV67,0,5,0,0,4,0,1,29,2,2,4,5,1,25,0,180,5,11,7,3,6,0,7,0,3,0,2,0,0,1,0,4,1,0,5,1,2,7,6,1,0,0,4,0,0,2,2,0,5,4,12,2,5,2,1,2,0,4,12,2,25,4,18,15,12,8,42,9,12,0,4,10,9,0,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,6,0,0,21,5,0,5,7,42,0,0,0,0,0,4,20,0,0,9,0,0,5,0,2,0,6,0,0,0,6
ASV68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,52,51,0,0,2,14,0,2,1,2,34,1,0,0,1,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,3,0,3,0,25,26,0,0,303,23,32,1,0,2,19,7,10,0,6,7,3,10,9
ASV69,8,4,1,3,2,7,1,1,3,1,1,0,1,1,0,0,3,1,0,0,3,302,1,0,1,0,0,2,0,2,0,6,9,6,9,3,3,0,0,3,0,0,5,1,2,3,1,0,2,13,7,10,28,0,2,1,52,3,5,1,3,8,2,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,9,0,0,0,0,3,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV70,0,0,0,5,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,83,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0
ASV71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,2,125,2,0,1,0,230,0,64,9,8,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,473,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV73,0,0,0,0,0,0,0,0,0,0,391,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV74,13,14,7,20,7,10,3,189,7,8,33,27,3,8,25,33,2,6,10,2,5,1,5,3,4,5,9,4,6,6,7,1,5,5,12,8,0,9,8,7,16,10,1,0,2,0,3,3,5,6,10,5,2,1,2,10,1,3,1,3,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ASV75,3,4,4,4,3,11,8,32,8,3,6,3,1,6,6,7,0,0,0,0,1,0,0,1,7,0,2,0,3,2,3,1,0,0,0,5,0,0,0,5,3,2,1,1,0,1,0,1,0,3,320,2,0,0,1,0,0,1,0,0,0,0,0,0,102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV76,7,16,5,20,6,21,2,4,0,14,2,20,2,13,7,7,0,3,0,4,0,24,17,5,40,4,10,15,12,10,0,0,0,0,0,7,1,0,2,10,0,1,2,0,0,94,0,1,2,2,0,4,0,1,5,6,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV77,2,6,11,1,23,8,12,0,1,0,3,0,47,8,1,0,30,7,1,41,3,16,7,2,1,0,0,0,0,14,1,89,17,3,1,3,0,1,1,30,5,3,3,3,3,6,0,5,9,4,14,10,35,21,8,18,8,14,3,1,1,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ASV78,1,0,2,1,8,0,7,0,3,0,0,0,20,14,0,0,1,1,3,247,4,16,6,1,0,0,1,4,0,2,0,17,2,0,0,1,9,0,1,15,1,0,6,14,5,3,3,1,7,2,10,10,9,0,12,8,8,3,3,10,1,22,6,7,9,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV80,0,0,0,0,0,0,6,0,0,0,1,17,1,11,10,3,0,7,0,2,0,0,12,4,22,3,0,0,13,0,8,2,30,4,45,14,0,0,3,23,2,1,0,0,0,72,0,0,6,0,0,0,1,1,1,8,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV81,37,1,0,3,11,6,20,5,7,18,0,0,9,25,0,0,5,1,16,7,7,0,6,16,0,1,0,1,0,2,9,19,1,1,2,1,1,1,0,0,1,0,3,0,0,4,6,5,21,2,8,11,2,9,16,17,50,13,12,14,1,10,2,21,3,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV82,2,7,3,10,9,5,6,34,4,6,10,3,6,4,1,2,4,4,3,8,2,1,1,3,5,2,18,4,8,9,1,0,1,0,1,2,2,1,7,2,8,2,3,1,4,2,0,2,8,12,0,4,18,1,7,1,2,4,10,3,37,6,13,53,51,4,2,1,4,0,5,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,65,0,34,14,0,3,0,0,0,1,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV83,23,3,5,5,22,5,19,1,4,7,0,0,7,20,0,0,9,2,14,6,13,0,5,2,0,0,1,0,0,0,6,12,6,0,1,0,0,0,4,1,3,0,12,2,0,2,10,0,9,2,3,25,2,9,12,29,46,16,8,16,1,7,0,17,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
