"","X1","X2"
"1","Com_4225_pos",8.29517425813693
"2","Com_4224_pos",7.44836239149739
"3","Com_6057_pos",5.60662438338745
"4","Com_2076_pos",4.87070963053613
"5","Com_624_pos",4.68559286237374
"6","Com_853_pos",4.68139696692197
"7","Com_29628_pos",4.11899829590548
"8","Com_3206_pos",4.0387045988456
"9","Com_3169_pos",3.86650848101898
"10","Com_111_pos",3.7434994980575
"11","Com_112_pos",3.73714977307877
"12","Com_12798_pos",3.5228310997336
"13","Com_12512_pos",3.43182141414141
"14","Com_11607_neg",3.07875203598485
"15","Com_8754_neg",2.83487983261183
"16","Com_11279_pos",2.68724774891775
"17","Com_299_neg",2.67737194250194
"18","Com_3655_pos",2.36838612654013
"19","Com_27161_neg",2.34652880952381
"20","Com_57_pos",1.80439566433566
"21","Com_573_pos",1.63512841103341
"22","Com_1026_neg",1.59291567071817
"23","Com_4786_pos",1.43282146464646
"24","Com_1875_neg",1.41804838383838
"25","Com_3422_pos",1.41724126984127
"26","Com_524_neg",1.40783256565657
"27","Com_5406_neg",1.36772362820513
"28","Com_8933_neg",1.36193656565657
"29","Com_4666_pos",1.32840818181818
"30","Com_226_pos",1.27634871794872
"31","Com_69215_pos",1.25875389277389
"32","Com_563_neg",1.23847645021645
"33","Com_336_neg",1.19632090909091
"34","Com_8467_neg",1.14919526515152
"35","Com_3052_neg",1.13197061854812
"36","Com_391_neg",1.00685642002442
"37","Com_115_pos",1.00179085858586
"38","Com_205_neg",0.995529308712121
"39","Com_5599_pos",0.987281189393939
"40","Com_1593_pos",0.975506060606061
"41","Com_30011_neg",0.970026310633811
"42","Com_4768_pos",0.963494557109557
"43","Com_5628_pos",0.947220352092352
"44","Com_65_pos",0.910989949050949
"45","Com_3948_neg",0.894471828171828
"46","Com_9179_pos",0.873727238872239
"47","Com_26865_pos",0.855946897435898
"48","Com_21918_pos",0.788879908424908
"49","Com_73_pos",0.782235485625486
"50","Com_7983_pos",0.76314797979798
"51","Com_14570_neg",0.748586933621934
"52","Com_3119_pos",0.744535095238095
"53","Com_7952_pos",0.718146575646576
"54","Com_1274_neg",0.715758964646464
"55","Com_32983_pos",0.672060217171717
"56","Com_234_neg",0.650447727272727
"57","Com_2987_neg",0.644080227272727
"58","Com_4124_neg",0.637388111111111
"59","Com_11663_pos",0.613753017676768
"60","Com_3532_pos",0.61130105050505
"61","Com_6787_neg",0.597444444444444
"62","Com_6547_pos",0.596845025974026
"63","Com_26572_neg",0.593689090909091
"64","Com_1393_pos",0.592896600621601
"65","Com_29977_pos",0.573504545454545
"66","Com_2453_neg",0.56474432012432
"67","Com_636_pos",0.55953772005772
"68","Com_1210_neg",0.556522251082251
"69","Com_3285_neg",0.556242943722944
"70","Com_3089_neg",0.552917579087579
"71","Com_2146_pos",0.544943231421356
"72","Com_25484_neg",0.5442
